name,address
Christlife Church,"8617 Providence RdCharlotte, NC 28277"
Spencer Memorial United Methodist Church,"1025 E 36th StCharlotte, NC 28205"
United Methodist District Office,"4108 Park RdCharlotte, NC 28209"
Morningstar United Methodist Church,"11440 Shopton Rd WCharlotte, NC 28278"
Good Shepherd United Methodist Church,"13110 Moss RdCharlotte, NC 28273"
Throne Of Grace,"7200 Albemarle RdCharlotte, NC 28227"
Uptown Church,"926 Elizabeth Ave Ste 200Charlotte, NC 28204"
The Charlotte Church,"1200 S Graham StCharlotte, NC 28203"
Christian Science Church,"1048 E Morehead StCharlotte, NC 28204"
New Life MCC,"1900 The PlzCharlotte, NC 28205"
Ministries Grace and Mercy,"2670 Dr Carver RdCharlotte, NC 28208"
St Philip The Evangelist Chr,"2908 Oakwood DrCharlotte, NC 28269"
Church Of Philadelphia,"1000 Squirrel Hill RdCharlotte, NC 28213"
Love Fellowship Church,"2817 W Sugar Creek RoadCharlotte, NC 28269"
Northlake Assembly Of God,"2632 Sunset RdCharlotte, NC 28216"
Charlotte Friends Meeting,"570 Rocky River Rd WCharlotte, NC 28213"
Unity Of Charlotte,"401 E Arrowood RdCharlotte, NC 28217"
Spirit of Liberty,"366 Crompton StCharlotte, NC 28273"
Sanctuary Counseling Group,"1801 E 5th St Ste 110Charlotte, NC 28204"
New Bethel Church Of God In Christ,"1520 Little Rock RdCharlotte, NC 28214"
Little Church On The Lane,"522 Moravian LnCharlotte, NC 28207"
First Presbyterian Church,"200 W Trade StCharlotte, NC 28202"
Saint Paul Baptist Church,"1401 Allen StCharlotte, NC 28205"
Resurrection Lutheran Church,"2940 Commonwealth AveCharlotte, NC 28205"
Grace Life International,"1337 Hundred Oaks Dr Ste EeCharlotte, NC 28217"
New Bethelham Baptist Church,"2001 Catherine Simmons AveCharlotte, NC 28216"
Myers Park Baptist Church,"1900 Queens Rd Ste 1Charlotte, NC 28207"
Chappell Memorial Baptist Church,"110 Bradford DrCharlotte, NC 28208"
Mulberry Baptist Church,"6450 Tuckaseegee RdCharlotte, NC 28214"
Ascension Lutheran Church,"1225 E Morehead StCharlotte, NC 28204"
St Lukes Lutheran Church,"3200 Park RdCharlotte, NC 28209"
Freedom Worship Center Of Charlotte,"4732 Old Pineville RdCharlotte, NC 28217"
Our Lady Of The Assumption Catholic Church,"4207 Shamrock DrCharlotte, NC 28215"
Pleasant Grove Presbyterian Church,"6701 Pleasant Grove RdCharlotte, NC 28216"
St Joseph Vietnamese Catholic Church,"4929 Sandy Porter RdCharlotte, NC 28273"
Back Creek Presbyterian Church,"1821 Back Creek Church RdCharlotte, NC 28213"
Charlotte Catholic High School,"7702 Pineville Matthews RdCharlotte, NC 28226"
United Methodist Conference,"3400 Shamrock DrCharlotte, NC 28215"
Nazareth Primitive Baptist Church,"2230 Bancroft StCharlotte, NC 28206"
Hillcrest,"8501 Bellhaven Blvd.Charlotte, NC 28214"
First Christian Church,"1200 East BlvdCharlotte, NC 28203"
Consuming Fire Christian Center,"3136 May StCharlotte, NC 28217"
Cosmopolitan Community Church,"2600 Newland RdCharlotte, NC 28216"
Spirit Of The Word Church Inc,"500 Ingle StCharlotte, NC 28216"
Freedom Christian Center,"4020 Freedom DrCharlotte, NC 28208"
Greenville Memorial A M E Zion Church,"6116 Monteith DrCharlotte, NC 28213"
The Kingdom Center,"6201 Elgywood LaneCharlotte, NC 28213"
Vietnamese Alliance Church,"5829 The PlzCharlotte, NC 28215"
World Reach Inc,"133 Stetson DrCharlotte, NC 28262"
Elevation Church - University City,"8105 IBM Dr.Charlotte, NC 28262"
True Way Church Of God In Christ,"2931 James RdCharlotte, NC 28215"
Asamblea Apostolica,"7141 Robinson Church RdCharlotte, NC 28215"
Mosaic Church,"11925 Sam Roper DrCharlotte, NC 28269"
Presbyterian Bariatric Center,"2300 Randolph Rd Ste BCharlotte, NC 28207"
Faith Soldiers,"857 Eastway DrCharlotte, NC 28205"
Sisters Of Mercy Of North Carolina Foundation,"2115 Rexford Rd Ste. 314Charlotte, NC 28211"
Islamic Center of Charlotte,"4301 Shamrock DrCharlotte, NC 28215"
Rockwell Ame Zion Church,"6101 Rockwell Church RdCharlotte, NC 28269"
Islamic Society Of Greater Charlotte,"7025 The PlzCharlotte, NC 28215"
Jehovah's Witnesses Congregations,"3428 Miranda RdCharlotte, NC 28216"
True Light Christian Church,"226 Westinghouse Blvd Unit 309Charlotte, NC 28273"
Mayfield Memorial Baptist Church,"700 W Sugar Creek RdCharlotte, NC 28213"
Oakhurst Baptist Church,"5037 Monroe RdCharlotte, NC 28205"
Eastern Hills Baptist Church,"4855 Albemarle RdCharlotte, NC 28205"
Greater Providence Baptist Church,"2000 Milton RdCharlotte, NC 28215"
Grace Academy-A Ministry Of Derita Baptist Church,"2835 W Sugar Creek RdCharlotte, NC 28262"
Sardis Baptist Church,"5811 Sardis RdCharlotte, NC 28270"
Ridgeview Baptist Church,"7700 Tuckaseegee RdCharlotte, NC 28214"
New Hope Baptist Church,"7841 Idlewild RdCharlotte, NC 28212"
Lawyers Road Baptist Church,"7541 Lawyers RdCharlotte, NC 28227"
Chinese Baptist Church,"7225 Pence RdCharlotte, NC 28215"
Holy Comforter Episcopal Church,"2701 Park RdCharlotte, NC 28209"
Archdale Church Of Christ,"2525 Archdale DrCharlotte, NC 28210"
Advent Lutheran Church ELCA,"8840 University City BlvdCharlotte, NC 28213"
Catholic Pastoral Ctr,"1123 S Church StCharlotte, NC 28203"
Covenant Presbyterian Church,"1000 E Morehead StCharlotte, NC 28204"
Saint Andrews Presbyterian,"2201 Springdale AveCharlotte, NC 28203"
Iglesia Fuente De Salvacion,"2920 N Tryon StCharlotte, NC 28206"
Christ Central Church,"511 E 36th StCharlotte, NC 28205"
Memorial Presbyterian Church,"2600 Beatties Ford RdCharlotte, NC 28216"
St Ann's Catholic Church,"3635 Park RdCharlotte, NC 28209"
Selwyn Avenue Presbyterian Church,"2929 Selwyn AveCharlotte, NC 28209"
Third Presbyterian Church,"4019 Central AveCharlotte, NC 28205"
Williams Memorial Presbyterian Church,"4700 Beatties Ford RdCharlotte, NC 28216"
St Giles Presbyterian Church,"2027 Emerywood DrCharlotte, NC 28210"
Sovereign Grace Presbyterian Church,"3326 Archdale DrCharlotte, NC 28210"
Presbyterian Foundation,"5700 Executive Center Dr Ste 204Charlotte, NC 28212"
Faith Formation Office,"6828 Old Reid RdCharlotte, NC 28210"
Sharon Presbyterian Church,"5201 Sharon RdCharlotte, NC 28210"
Korean First Prsbyterian Church,"6930 Wallace RdCharlotte, NC 28212"
Crossroads Presbyterian Church,"6801 Monroe RdCharlotte, NC 28212"
Paw Creek Presbyterian Church,"7400 Mount Holly RdCharlotte, NC 28214"
New Fellowship Worship Center,"7619 Idlewild RdCharlotte, NC 28212"
Quail Hollow Presbyterian Church,"8801 Park RdCharlotte, NC 28210"
Stonebridge Preschool,"3700 Prosperity Church RdCharlotte, NC 28269"
Robinson Presbyterian Church,"9424 Harrisburg RdCharlotte, NC 28215"
South Tryon Community Church,"2516 S Tryon StCharlotte, NC 28203"
Cole Memorial United Methodist Church,"2022 W Sugar Creek RdCharlotte, NC 28262"
Sharon United Methodist Church,"4411 Sharon RdCharlotte, NC 28211"
Convenant United Methodist,"6824 Tuckaseegee RdCharlotte, NC 28214"
Moore's Chapel United Methodist Church,"10601 Moores Chapel RdCharlotte, NC 28214"
Christian Mission Baptist Church,"2400 West BlvdCharlotte, NC 28208"
Durham Memorial Baptist Church,"1601 Toddville RdCharlotte, NC 28214"
East Baptist Church,"6850 Monroe RdCharlotte, NC 28212"
Iglesia Bautista La Voz Esperanza,"7122 Robinson Church RdCharlotte, NC 28215"
Grace Crossing Baptist Church,"5600 Rocky River RdCharlotte, NC 28215"
Jerusalem House Of God,"1704 W Trade StCharlotte, NC 28216"
Sgi Usa Buddhist Association,"1500 W Morehead St DCharlotte, NC 28208"
Holy Trinity Greek Orthodox,"600 East BlvdCharlotte, NC 28203"
Kingdom Covenent Church Nc,"2731 N Graham StCharlotte, NC 28206"
Church Of God & Saints Of Christ,"2816 N Graham StCharlotte, NC 28206"
New Vision Deliverance Ministries,"3111 Whiting AveCharlotte, NC 28205"
Church Of Jesus Christ - Apostolic,"600 E 36th StCharlotte, NC 28205"
Paw Creek Ministries,"5110 Tuckaseegee RdCharlotte, NC 28208"
Iglesia El Siloe,"5006 Albemarle RdCharlotte, NC 28205"
From The Heart Church Ministry,"1100 N Sharon Amity RdCharlotte, NC 28211"
Northeast Seventh-Day Adventist,"827 Tom Hunter RdCharlotte, NC 28213"
First Church of God,"5300 Albemarle RdCharlotte, NC 28212"
Parkwood CME Church,"802 Tom Hunter RdCharlotte, NC 28213"
Weeping Willow AME Zion Church,"2220 Milton RdCharlotte, NC 28215"
Jehovah's Witnesses Congregations,"5980 Monroe RdCharlotte, NC 28212"
Steele Creek AME Zion Church,"1500 Shopton RdCharlotte, NC 28217"
Breath Of Life Ministries,"3118 Milton Rd Ste A5Charlotte, NC 28215"
Garr Memorial Church,"7700 Wallace RdCharlotte, NC 28212"
Christian Faith Assembly Of Charlotte,"7910 Idlewild RdCharlotte, NC 28212"
New Vision Foursquare Church,"8312 Mount Holly RdCharlotte, NC 28214"
Rccg Victory Temple,"7801 Sharon Lakes RdCharlotte, NC 28210"
Spirit of Liberty Deliverance Church,"9201 Southern Pine Blvd Ste ACharlotte, NC 28273"
South Atlantic District Of C&ma,"10801 Johnston Rd Ste 125Charlotte, NC 28226"
Messianic Vision Inc,"4301 Westinghouse BlvdCharlotte, NC 28273"
Eastside Community Church,"8030 Appaloosa LnCharlotte, NC 28215"
Na Christian Center,"3242 Eastover Ridge DrCharlotte, NC 28211"
Dulins Grove advent christian church,"11200 Arlington Church RdCharlotte, NC 28227"
Good Shepherd United Methodist Church - Zoar Campus,"13611 Zoar RdCharlotte, NC 28278"
Baptist Peace Fellowship Of North America,"300 Hawthorne LnCharlotte, NC 28204"
Kingdom Harvest Bible Way Church,"5236 Statesville RdCharlotte, NC 28269"
Baptist Peace Fellowship of North Americ,"4800 Wedgewood DrCharlotte, NC 28210"
St Mark Missionary Baptist Church,"615 Grandin RdCharlotte, NC 28208"
Greater Galilee Baptist Church,"500 E Park AveCharlotte, NC 28203"
First Mayfield Memorial Baptist,"901 Oaklawn AveCharlotte, NC 28206"
Pleasant Hill Baptist Church,"517 Baldwin AveCharlotte, NC 28204"
Citylight Baptist,"2108 South BlvdCharlotte, NC 28203"
St Peters Baptist Church,"2315 Roslyn AveCharlotte, NC 28208"
Green Memorial Baptist Church,"1324 The PlzCharlotte, NC 28205"
Soul Saving Baptist Church,"1930 Parson StCharlotte, NC 28205"
First Mt Calvary Baptist Church,"209 W 28th StCharlotte, NC 28206"
Tabernacle Baptist Church,"1135 Redbud StCharlotte, NC 28216"
Temple Chapel Baptist Church,"900 September LnCharlotte, NC 28208"
Nazareth Outreach Baptist Church,"2927 Parkway AveCharlotte, NC 28208"
New Saint John Baptist Church,"2000 St John StCharlotte, NC 28216"
Southside Baptist Church,"301 Elmhurst RdCharlotte, NC 28209"
First Mt Zion Baptist Church,"1515 Remount RdCharlotte, NC 28208"
First Red Branch Missionary Baptist Church,"2015 Kennesaw DrCharlotte, NC 28216"
Friendship Primitive Baptist Church,"2015 Kennesaw DrCharlotte, NC 28216"
Myers Park Baptist Church,"2001 Selwyn AveCharlotte, NC 28207"
Plaza Baptist Children's Center,"3321 The PlzCharlotte, NC 28205"
Second Calvary Baptist Church,"114 Nelson AveCharlotte, NC 28216"
Progressive Baptist Church,"1600 Clanton RdCharlotte, NC 28208"
Hoskins Avenue Baptist Church,"101 S Hoskins RdCharlotte, NC 28208"
New Shiloh Baptist Church,"2600 Elmin StCharlotte, NC 28208"
Galilee Baptist Church,"2933 Shady LnCharlotte, NC 28208"
Charlotte Chin Baptist Church,"4230 Hovis RdCharlotte, NC 28208"
Greater Temple Baptist Church,"216 Bradford DrCharlotte, NC 28208"
University Memorial Baptist Church,"4401 W Tyvola RdCharlotte, NC 28208"
Life Baptist Church,"5901 Amberly LnCharlotte, NC 28213"
New Zion Missionary Baptist Church,"217 W Todd LnCharlotte, NC 28208"
Milhaven Memorial Baptist Church,"6000 Milhaven LnCharlotte, NC 28269"
Landmark Baptist Church,"400 Tom Hunter RdCharlotte, NC 28213"
Gloryland Baptist Church,"3001 Gloryland AveCharlotte, NC 28213"
Devonshire Baptist Church,"6744 View Way DrCharlotte, NC 28215"
New Saint John Baptist Church,"2000 St Johns Church RdCharlotte, NC 28215"
Oakdale Baptist Church,"6440 Pleasant Grove Rd.Charlotte, NC 28216"
Trinity Park Baptist Church,"9115 Trinity RdCharlotte, NC 28216"
First Slavic Baptist Church,"7600 Plott RdCharlotte, NC 28215"
Trinity Baptist Church,"2009 W Arrowood RdCharlotte, NC 28217"
McLean Road Baptist Church,"1800 Mclean RdCharlotte, NC 28213"
Hope Community Church of Metrolina,"3205 Sam Wilson RdCharlotte, NC 28214"
Romanian Baptist Church,"9520 Faires Farm RdCharlotte, NC 28213"
Radiant Church,"5735 Dixie River RdCharlotte, NC 28278"
Living Faith Baptist Church,"8600 Hood RdCharlotte, NC 28215"
East Calvary Baptist Church,"10101 Robinson Church RdCharlotte, NC 28215"
Sharon Forest Baptist Church,"11020 E Lake RdCharlotte, NC 28215"
Hickory Grove Baptist Church,"13200 Mallard Creek RdCharlotte, NC 28262"
Greater LIfe Baptist Church,"17025 Lancaster HwyCharlotte, NC 28277"
St Peter's Episcopal Church,"115 W 7th St Ste 300Charlotte, NC 28202"
Lutheran Services Carolinas Charlotte,"1001 Queens RdCharlotte, NC 28207"
Episcopal Diocese Of NC-Gailee Ministry,"3601 Central AveCharlotte, NC 28205"
Prince of Peace Lutheran Church,"3001 Beatties Ford RdCharlotte, NC 28216"
Next Level Ministries,"1212 Commercial AveCharlotte, NC 28205"
Saint Michael & All Angels Episcopal Church,"4228 Hovis RdCharlotte, NC 28208"
New Emanuel Ucc,"3546 Beatties Ford RdCharlotte, NC 28216"
Saint Thomas Lutheran Church,"4013 Shamrock DrCharlotte, NC 28215"
The Well of Hope At Southpark Lutheran Church,"6400 Old Reid RdCharlotte, NC 28210"
King Of Kings Anglican Church,"6406 Park South DrCharlotte, NC 28210"
Harris Boulevard Church of God,"5424 E W T Harris BlvdCharlotte, NC 28215"
Northside Church of Christ,"4435 E W T Harris BlvdCharlotte, NC 28215"
Mighty Fortress Lutheran Church A,"8200 Mcclure CirCharlotte, NC 28216"
Logan Chapel Christian Methodist Episcopal Church,"9505 Parkton RdCharlotte, NC 28215"
Henderson Grove Presbyterian Church,"227 W Trade StCharlotte, NC 28202"
First United Presbyterian Church,"201 W 7th StCharlotte, NC 28202"
Presbyterian Women's Healthline,"PO Box 33549Charlotte, NC 28233"
Seigle Avenue Presbyterian Church,"600 Seigle AveCharlotte, NC 28204"
Presbyterian Pathology Group,"1600 E 5th StCharlotte, NC 28204"
Presbyterian Children's Emergency Department,"200 Hawthorne LnCharlotte, NC 28204"
Presby Hosp,"1718 E 4th St Ste 102Charlotte, NC 28204"
Presbyterian Sickle Cell Program,"347 N Caswell RdCharlotte, NC 28204"
Presbyterian Family Sleep Center,"149 Providence RdCharlotte, NC 28207"
Presby Lab Services,"2024 Randolph RdCharlotte, NC 28207"
Our Lady-Consolation Catholic,"2301 Statesville AveCharlotte, NC 28206"
Smallwood Presbyterian Church,"101 S Gardner AveCharlotte, NC 28208"
New Calvary Pentecostal Holiness Church,"2612 Statesville AveCharlotte, NC 28206"
Westminister Presbyterian Church,"101 Colville RdCharlotte, NC 28207"
Christ Presbyterian Church,"2461 Arty AveCharlotte, NC 28208"
Johnston Memorial Presbyterian Church,"729 E 36th StCharlotte, NC 28205"
Faith Cme Church Inc,"325 Skyland AveCharlotte, NC 28205"
Western Nc Conference,"2541 Elkwood CirCharlotte, NC 28205"
Bb Methodist Home Lsf,"10030 Gilead StCharlotte, NC 28217"
"Lewis, Roderick D Sr Rev","10030 Gilead StCharlotte, NC 28217"
Cole Memorial Pre-School,"1600 E Woodlawn Rd Ste 310Charlotte, NC 28209"
Cole Memorial United Methodist Church,"3009 Selwyn AveCharlotte, NC 28209"
