name,address
Atlanta Boulevard Seventh,"240 Maynard Ter SEAtlanta, GA 30316"
Church Of Jesus Christ Of Later Day Saints Atlanta,"1450 Ponce De Leon Ave NEAtlanta, GA 30307"
Charity Truth Tabernacle Church,"420 New Jersey Ave NWAtlanta, GA 30314"
Elelyon Church,"1130 Old Chattahoochee Ave NWAtlanta, GA 30318"
Faith Ame Zion Church,"38 Hamilton E Holmes Dr NWAtlanta, GA 30311"
Calvary New Life Tabernacle,"3342 International Park Dr SEAtlanta, GA 30316"
Fellowship of Faith Church International,"2553 Connally DrAtlanta, GA 30344"
Fuller's Memorial Tabernacle Fbh,"269 Fairburn Rd NWAtlanta, GA 30331"
Foster Grace,"3711 Benjamin E Mays Dr SWAtlanta, GA 30331"
Sword Of The Spirit,"2455 Roosevelt HwyAtlanta, GA 30337"
St James Anglican,"5975 Mitchell RdAtlanta, GA 30328"
Salvation Army International Corps,"3771 Central AveAtlanta, GA 30340"
Greater Mt Carmel,"4078 Carver DrAtlanta, GA 30360"
Atlanta North Church,"5123 Chamblee Dunwoody RdAtlanta, GA 30338"
Glory House World Church,"PO Box 490007Atlanta, GA 30349"
Mt Ephraim Baptist Church,"1202 W Marietta St NWAtlanta, GA 30318"
Blue Print Church,"475 Boulevard NEAtlanta, GA 30308"
Luthern Services of Ga,"230 Peachtree St NW  Suite 1100Atlanta, GA 30303"
Christ Church Of Atlanta,"2890 N Fulton Dr NEAtlanta, GA 30305"
New Hope Baptist Church,"236 Richardson St SWAtlanta, GA 30312"
Trinity Center for Spiritual Living,"1095 Zonolite Rd NE Ste 100Atlanta, GA 30306"
Cathedral Of St Philip Episcopal The,"2744 Peachtree Rd NWAtlanta, GA 30305"
St Bede's Episcopal Church,"2601 Henderson Mill Rd NEAtlanta, GA 30345"
Ormewood Park Presbyterian Church,"1071 Delaware Ave SEAtlanta, GA 30316"
Druid Hills Child Development Center,"1026 Ponce De Leon Ave NEAtlanta, GA 30306"
Intown Community Church,"2059 Lavista Rd NEAtlanta, GA 30329"
St John The Evangelist Catholic Church,"230 Arnold StAtlanta, GA 30354"
St Judes Catholic,"7171 Glenridge DrAtlanta, GA 30328"
Northside United Methodist Church,"2799 Northside Dr NWAtlanta, GA 30305"
Peachtree Road United Methodist Church,"3209 Mathieson Dr NEAtlanta, GA 30305"
Wieuca Rd Baptist Church,"3626 Peachtree Rd NEAtlanta, GA 30326"
In The Bible Christian Ministry,"948 Ormewood Ter SEAtlanta, GA 30316"
The Real Nation Of Islam,"633 Dill Ave SWAtlanta, GA 30310"
Congregation Beth Jacob,"1855 Lavista Rd NEAtlanta, GA 30329"
Cascade United Methodist Church,"3144 Cascade Rd SWAtlanta, GA 30311"
Agape Church Of God,"3761 Adamsville Dr SWAtlanta, GA 30331"
Buckhead Church,"3336 Peachtree Rd NEAtlanta, GA 30326"
Atlanta Community Ministries,"3525 Piedmont Rd Bldg 5, Suite 705Atlanta, GA 30305"
American Anglican Council,"2296 Henderson Mill Rd NE Ste 206Atlanta, GA 30345"
Pleasant Hills South Missionary,"5445 Buffington RdAtlanta, GA 30349"
North Atlanta Hispanic,"3554 Strait StAtlanta, GA 30340"
Iglesia De Dios,"6765 Peachtree Industrial BlvdAtlanta, GA 30360"
Christ Church Presbyterian,"81 Peachtree Park Dr NEAtlanta, GA 30309"
The Church Of Our Saviour,"985 Los Angeles Ave NEAtlanta, GA 30306"
Atlanta City Baptist Rescue Mission,"316 Peters StreetAtlanta, GA 30313"
O'Callaghan Heating & Air Conditioning,"1385 English St NWAtlanta, GA 30318"
International Church Inc,"2375 Shallowford Rd NEAtlanta, GA 30345"
International Gourmet Foods Inc,"5550 Fulton Industrial Blvd SWAtlanta, GA 30336"
The Church Of Scientology,"5395 Roswell RdAtlanta, GA 30342"
Kairos Church,"5855 Riverside Dr NWAtlanta, GA 30327"
St Joseph's Maronite Catholic Church,"6025 Glenridge DrAtlanta, GA 30328"
Masjid Uthma,"11 Dunwoody Park Ste 165Atlanta, GA 30338"
Love Missionary Baptist Church,"758 Dill Ave SWAtlanta, GA 30310"
Northeast Baptist Church,"4046 Chamblee Tucker RdAtlanta, GA 30340"
Atlanta Metropolitan Cathedral,"999 Briarcliff Rd NEAtlanta, GA 30306"
Morningside Presbyterian Church,"1411 N Morningside Dr NEAtlanta, GA 30306"
Church Of Christ Chestnut Drive,"3545 Chestnut DrAtlanta, GA 30340"
New Spirit United Methodist,"1380 Donald Lee Hollowell Pkwy NWAtlanta, GA 30318"
Reflections Ministries Inc,"3565 Piedmont Rd NEAtlanta, GA 30305"
Ame Sixth District,"250 Williams St NW Ste 2115Atlanta, GA 30303"
Atlanta International Church,"412 Linden Ave NEAtlanta, GA 30308"
Wesley Foundation,"189 4th St NWAtlanta, GA 30313"
United Jewish Communities,"1440 Spring St NWAtlanta, GA 30309"
Zaban's Couples Center,"1605 Peachtree St NEAtlanta, GA 30309"
Congregation Shearith Israel,"1180 University Dr NEAtlanta, GA 30306"
Shepherd Place,"66 Peachtree Park Dr NEAtlanta, GA 30309"
First Apostolic Church,"965 Winburn DrAtlanta, GA 30344"
Buckhead Christian Ministry,"2847 Piedmont Rd NEAtlanta, GA 30305"
Congregation Shaarei Shamayium,"1600 Mount Mariah Rd NEAtlanta, GA 30329"
Kept Outreach Ministries,"1311 Fulton Industrial Blvd NWAtlanta, GA 30336"
Slick Enterprises,"3715 Northside Pkwy NWAtlanta, GA 30327"
Victory Cathedral Cogic,"3704 Campbellton Rd SWAtlanta, GA 30331"
Iglesia Cristiana De Restauracion,"3520 Dekalb Technology PkwyAtlanta, GA 30340"
Kingdom Hall Of Jehovah's Witnesses,"4475 Jailette RdAtlanta, GA 30349"
Perimeter Ministries International,"3980 Dekalb Technology PkwyAtlanta, GA 30340"
Iglesia Pentecostal Unida Latinoamericana,"6730 Buford Hwy NEAtlanta, GA 30340"
Jehovah's Witnesses,"8120 Colquitt RdAtlanta, GA 30350"
Salem Bible Church,"2287 Baker Rd NWAtlanta, GA 30318"
Salem Baptist Church,"2283 Baker Rd NWAtlanta, GA 30318"
Christian Church Disciples Of Christ,"1580 Peachtree St NWAtlanta, GA 30309"
Christ Church Presbyterian,"1740 Peachtree St NWAtlanta, GA 30309"
Hagar Ctm,"905 Martin Luther King Jr Dr NWAtlanta, GA 30314"
Chosen Vessel World Harvest Ministries Of Atlanta,"825 Beecher St SWAtlanta, GA 30310"
True Worship Christian Fellowship,"1776 Sylvan Rd SWAtlanta, GA 30310"
New Beginnings International Ministries,"2473 Delowe DrAtlanta, GA 30344"
Another Chance Ministry,"3020 Bayard StAtlanta, GA 30344"
Unlimited Love,"5436 Riverdale RdAtlanta, GA 30349"
Genesis Bible Church of At Inc,"1832 Independence SqAtlanta, GA 30338"
Life Center Ministries,"2690 Mount Vernon RdAtlanta, GA 30338"
Episcopal Media Center,"644 W Peachtree St NWAtlanta, GA 30308"
Campus Ministry Lutheran,"182 5th St NWAtlanta, GA 30313"
St John's Lutheran Church ELCA,"1410 Ponce De Leon Ave NEAtlanta, GA 30307"
Lutheran Services Of Georgia,"1330 Peachtree Battle Ave NWAtlanta, GA 30327"
Saint Bartholomew's Episcopal Church,"1790 Lavista Rd NEAtlanta, GA 30329"
Music At Peachtree Road,"3686 Peachtree Rd NEAtlanta, GA 30319"
Advent Lutheran Church-Elca,"5200 Buford Hwy NEAtlanta, GA 30340"
Apostles Learning Center,"6025 Glenridge DrAtlanta, GA 30328"
Lutheran Church Of The Apostles ELCA,"6025 Glenridge DrAtlanta, GA 30328"
Apostles Church of Sandy Springs,"6025 Glenridge DrAtlanta, GA 30328"
Rivercliff Lutheran Church,"8750 Roswell RdAtlanta, GA 30350"
Liberty Baptist Church,"395 Chamberlain St SEAtlanta, GA 30312"
Friendship Baptist,"80 Walnut St SWAtlanta, GA 30314"
Atlanta Med Ctr,"300 Boulevard NEAtlanta, GA 30312"
Hunter Hills First Baptist Church,"166 Edwards St NWAtlanta, GA 30314"
Mt Sinai Baptist Church,"422 Merritts Ave NEAtlanta, GA 30308"
Morning Star Baptist Church,"197 Gibson St SEAtlanta, GA 30316"
Greater Fortress Baptist Church,"719 Pearce St SWAtlanta, GA 30310"
Emmanuel Baptist Church,"1582 Benjamin Weldon Bickers Dr SEAtlanta, GA 30315"
West Oak Baptist,"1025 Violet St SWAtlanta, GA 30310"
The Chapel of Christian Love Baptist Church,"875 Cascade Rd SWAtlanta, GA 30311"
Atlanta Bible Baptist Church,"1663 Bouldercrest Rd SEAtlanta, GA 30316"
Mt Glory Baptist Church,"2090 Newnan StAtlanta, GA 30344"
Vietnamese Baptist Mission,"579 College StAtlanta, GA 30354"
Walker Tabernacle Baptist Church,"3548 Boulder Park Dr SWAtlanta, GA 30331"
"Kusky, Allie","1950 Bolton Rd NWAtlanta, GA 30318"
Welcome All Missionary Baptist Church,"755 Bolton Rd NWAtlanta, GA 30331"
Zion Hill Baptist Church,"3670 Boulder Park Dr SWAtlanta, GA 30331"
Crepin Jean-Baptist,"2305 Chastain Dr NEAtlanta, GA 30342"
Temple Grove Baptist Church,"4695 Saint Andrews Dr SWAtlanta, GA 30331"
Metropolitan Baptist Church,"4795 Peachtree Dunwoody RdAtlanta, GA 30342"
1st Baptist Church,"5935 New Peachtree RdAtlanta, GA 30340"
Dunwoody Baptist Church,"1445 Mount Vernon HwyAtlanta, GA 30338"
Geneva Orthodox Presbyterian,"250 Williams St NWAtlanta, GA 30303"
Stangagawden Chad Hale,"645 Grant St SEAtlanta, GA 30312"
Ammog Ministry Movement,"621 Memorial Dr SEAtlanta, GA 30312"
Blueprint Church,"637 Highland Ave NEAtlanta, GA 30312"
Catholic Student Ctr,"809 Beckwith St SWAtlanta, GA 30314"
Greater Christ Temple Holiness Church,"914 Cherokee Ave SEAtlanta, GA 30315"
St Anthony's,"928 Ralph David Abernathy Blvd SWAtlanta, GA 30310"
Sankofa United Church Of Christ,"1187 Ralph David Abernathy Blvd SWAtlanta, GA 30310"
Trinity Love Church,"227 Troy St NWAtlanta, GA 30314"
Sanctified Mount Zion Church,"1324 Eason St NWAtlanta, GA 30314"
Presbyterian Foundation,"1026 Ponce De Leon Ave NEAtlanta, GA 30306"
St John Chrysostom Melkite Church,"1428 Ponce De Leon Ave NEAtlanta, GA 30307"
Edgewood Holiness Church,"85 Howard St SEAtlanta, GA 30317"
Emmanuel Temple Pentecostal Holiness Church Of The Apostolic Faith,"2081 Larchwood Rd SWAtlanta, GA 30310"
Church of Hope,"2240 Springdale Rd SWAtlanta, GA 30315"
Redeeming Love Christian Ministries,"111 Fairfield Pl NWAtlanta, GA 30314"
Institute Heavenly,"2257 Cascade Rd SWAtlanta, GA 30311"
Radcliffe Presbyterian Church USA,"290 Hamilton E Holmes Dr NWAtlanta, GA 30318"
Catholic Center For Emory & Agnes Scott,"1753 N Decatur Rd NEAtlanta, GA 30307"
Saints Peter & Paul Catholic Church,"2560 Tilson Dr SEAtlanta, GA 30317"
New Moriah Christian Ministries,"1224 Constitution Rd SEAtlanta, GA 30316"
Divine Fellowship,"2132 Campbellton Rd SWAtlanta, GA 30311"
Showers Of Blessings Outreach,"2985 Benjamin E Mays Dr SWAtlanta, GA 30311"
St Paul Of The Cross,"551 Harwell Rd NWAtlanta, GA 30318"
Hapeville Presbyterian Church,"3368 N Whitney AveAtlanta, GA 30354"
Presbyterian Homes of Georgia Inc A Not for Profit Corporation,"479 E Paces Ferry Rd NEAtlanta, GA 30305"
Trinity Presbyterian Church,"3003 Howell Mill Rd NWAtlanta, GA 30327"
From The Holy Spirit Church Ministries,"3168 Washington RdAtlanta, GA 30344"
Impacting A Generation Christian Church,"2288 Fairburn Rd SWAtlanta, GA 30331"
Northwest Presbyterian Church,"4300 Northside Dr NWAtlanta, GA 30327"
Pentecos Nuevo Renacer,"2728 Shallowford Rd NEAtlanta, GA 30341"
Most Blessed Sacrament Catholic Church,"2969 Butner Rd SW Ste BAtlanta, GA 30331"
Church Of The Redeemer,"5185 Peachtree Dunwoody RdAtlanta, GA 30342"
New Covenant Community Church,"3147 Chamblee Tucker RdAtlanta, GA 30341"
Church Of Christ West End,"5295 Serenity Ln SWAtlanta, GA 30349"
Korean Central Presbyterian,"4011 Chamblee Dunwoody RdAtlanta, GA 30341"
Church Of The Redeemer,"3980 Dekalb Technology PkwyAtlanta, GA 30340"
Life Christian Academy,"2600 Flat Shoals RdAtlanta, GA 30349"
Holy Trinity Anglican Church,"1800 Water Pl SEAtlanta, GA 30339"
Doraville Associate Reformed Presbyterian Church,"3771 Central AveAtlanta, GA 30340"
Fellowship Of Companies For Christ Int,"4201 N Peachtree RdAtlanta, GA 30341"
Korean Central Presbyterian Church,"4201 N Peachtree RdAtlanta, GA 30341"
Living Hope Christian Fellowship,"5885 Mallory RdAtlanta, GA 30349"
All Saints Catholic Church,"2443 Mount Vernon HwyAtlanta, GA 30338"
Crossroads Church,"4805 Tilly Mill RdAtlanta, GA 30360"
Asamblea Cristiani,"4955 Happy Hollow RdAtlanta, GA 30360"
Faith Korean Presbyterian Mission,"5131 Charmant PlAtlanta, GA 30360"
Flipper Temple A M E Church,"580 Fair St SWAtlanta, GA 30314"
Ariel Bowen Memorial United Methodist Church,"384 Arthur St SWAtlanta, GA 30310"
Metropolitan United Methodist,"859 Metropolitan Pkwy SWAtlanta, GA 30310"
Metropolitan United Methodist Church,"867 Metropolitan Pkwy SWAtlanta, GA 30310"
Warren Memorial United,"181 Joseph E Lowery Blvd NWAtlanta, GA 30314"
Impact United Methodist Church,"765 Peeples St SWAtlanta, GA 30310"
Haygood Memorial United Methodist Church,"1015 Rock Springs Ct NEAtlanta, GA 30306"
Redemption Community Church,"965 Winburn DrAtlanta, GA 30344"
Ben Hill Alarm Line,"2099 Fairburn Rd SWAtlanta, GA 30331"
Ben Hill United Methodist Church,"2031 Austin Rd SWAtlanta, GA 30331"
Vinings United Methodist Church,"3101 Paces Mill Rd SEAtlanta, GA 30339"
Laster Chapel United Methodist,"4790 Yates RdAtlanta, GA 30337"
Poplar Springs Untd Mthdst Chr,"5555 Cascade Rdg SWAtlanta, GA 30336"
Northwoods United Methodist Church,"2635 Fairlane DrAtlanta, GA 30340"
Ame Church Pleasant Hill,"4585 Stonewall Tell RdAtlanta, GA 30349"
Saint James United Methodist Church,"4400 N Peachtree RdAtlanta, GA 30338"
Lyke House The Center,"809 Beckwith St SWAtlanta, GA 30314"
Chamblee Tucker Christian,"3147 Chamblee Tucker RdAtlanta, GA 30341"
Mision Fe Christian Church,"3951 Pleasantdale RdAtlanta, GA 30340"
Pentecos Nuevo Renacer,"4025 Pleasantdale RdAtlanta, GA 30340"
Mt Carmel Baptist,"768 Martin St SEAtlanta, GA 30315"
