name,address
Divine Saviour Catholic Church,"610 Cypress AveLos Angeles, CA 90065"
Solidrock Church,"1645 Beverly BlvdLos Angeles, CA 90026"
Vedanta Society-Southern Ca,"1946 Vedanta PlLos Angeles, CA 90068"
Monastery of the Angels,"1977 Carmen AveLos Angeles, CA 90068"
Atwater Park Baptist Church,"3370 Perlita AveLos Angeles, CA 90039"
West Los Angeles Buddhist Church,"2003 Corinth AveLos Angeles, CA 90025"
Arise Christian Center,"6949C La Tijera BlvdLos Angeles, CA 90045"
St. Thomas The Apostle Episcopal Church,"7501 Hollywood BlvdLos Angeles, CA 90046"
Immanuel Presbyterian Church,"3300 Wilshire BlvdLos Angeles, CA 90010"
Self Realization Fellowship Temple Hollywood,"4860 W Sunset BlvdLos Angeles, CA 90027"
St Raphael's School,"924 W 70th StLos Angeles, CA 90044"
Brentwood Presbyterian Church,"12000 San Vicente BlvdLos Angeles, CA 90049"
St Timothy's Catholic Church,"10425 W Pico BlvdLos Angeles, CA 90064"
Oasis Church,"634 S Normandie AveLos Angeles, CA 90005"
Ohr Hatorah,"11827 Venice BlvdLos Angeles, CA 90066"
Faith Tabernacle Church,"2147 Purdue AveLos Angeles, CA 90025"
Church Of Christ,"7911 S Vermont AveLos Angeles, CA 90044"
The Church of Jesus Christ of Latter-day Saints,"10777 Santa Monica BlvdLos Angeles, CA 90025"
St. John's Episcopal Church,"514 W Adams BlvdLos Angeles, CA 90007"
Immaculate Heart Of Mary,"4954 Santa Monica BlvdLos Angeles, CA 90029"
Love Korean Church,"2801 W Temple StLos Angeles, CA 90026"
Cristo Rey Church,"4343 Perlita AveLos Angeles, CA 90039"
Self-Realization Fellowship,"3880 San Rafael AveLos Angeles, CA 90065"
Adat Shalom,"3030 Westwood BlvdLos Angeles, CA 90034"
First Chinese Baptist Church,"942 Yale StLos Angeles, CA 90012"
Lutheran Church Of The Good Shepherd,"6338 N Figueroa StLos Angeles, CA 90042"
Normandie Christian School,"6306 S Normandie AveLos Angeles, CA 90044"
Hillside Bible Baptist Church,"4976 N Figueroa StLos Angeles, CA 90042"
Marina Christian Fellowship,"12606 Culver BlvdLos Angeles, CA 90066"
University Christian Church,"5831 W Centinela AveLos Angeles, CA 90045"
Hope Lutheran Church-Hollywood,"6720 Melrose Ave Ste 1Los Angeles, CA 90038"
Vineyard Christian Fellowship,"3838 S Centinela AveLos Angeles, CA 90066"
St Francis of Assisi Church,"1523 Golden Gate AveLos Angeles, CA 90026"
La Tijera United Methodist Church,"7400 Osage AveLos Angeles, CA 90045"
University Presbyterian Church,"900 Hilgard AveLos Angeles, CA 90024"
Our Mother Of Good Counsel Church,"2060 N Vermont AveLos Angeles, CA 90027"
Saint Bernadette Catholic Church,"3825 Don Felipe DrLos Angeles, CA 90008"
Calvary Chapel Echo Park,"1822 W Temple StLos Angeles, CA 90026"
Los Angeles Christian Presbyterian Church,"2241 N Eastern AveLos Angeles, CA 90032"
St Barnabas Episcopal Church of Eagle Rock,"2109 Chickasaw AveLos Angeles, CA 90041"
United University Church,"817 W 34th StLos Angeles, CA 90089"
Aetherius Society,"6202 Afton PlLos Angeles, CA 90028"
Temple Beth Am,"1039 S La Cienega BlvdLos Angeles, CA 90035"
Korean Sae-Han Church,"2531 W Pico BlvdLos Angeles, CA 90006"
Filipino Christian Church,"301 N Union AveLos Angeles, CA 90026"
Los Angeles Baptist Church Inc,"2911 W Temple StLos Angeles, CA 90026"
Wilshire Baptist Church,"301 N Oxford AveLos Angeles, CA 90004"
St Bernard Church,"2500 W Avenue 33Los Angeles, CA 90065"
Orthodox Cathedral Of Holy Virgin Mary,"650 Micheltorena StLos Angeles, CA 90026"
Ukrainian Orthodox Church,"4025 Melrose AveLos Angeles, CA 90029"
Holy Transfiguration Russian Orthodox Church,"5432 Fernwood AveLos Angeles, CA 90027"
Harvest Tabernacle Church,"5066 Ellenwood DrLos Angeles, CA 90041"
Bel Air Presbyterian Church,"16221 Mulholland DrLos Angeles, CA 90049"
Visitation Catholic Church,"6561 W 88th StLos Angeles, CA 90045"
Hare Krishna,"3748 Watseka AveLos Angeles, CA 90034"
Jewish Learning Exchange,"512 N La Brea AveLos Angeles, CA 90036"
Catholic Churches,"1046 E 34th StLos Angeles, CA 90011"
Celebrity Centre International,"5930 Franklin AveLos Angeles, CA 90028"
Wilshire Onnuri Church,"3401 W 3rd StLos Angeles, CA 90020"
First AME Church,"2270 S Harvard BlvdLos Angeles, CA 90018"
Metropolitan Community Church,"4607 Prospect AveLos Angeles, CA 90027"
Sinai Temple,"10400 Wilshire BlvdLos Angeles, CA 90024"
Dream Center Foundation,"2301 Bellevue AveLos Angeles, CA 90026"
St John's Presbyterian Church,"11000 National BlvdLos Angeles, CA 90064"
San Conrado Mission,"1820 Bouett StLos Angeles, CA 90012"
Islamic Center Of Southern California,"434 S Vermont AveLos Angeles, CA 90020"
Church of Christ,"2719 W Martin Luther King Jr BlvdLos Angeles, CA 90008"
St Thomas The Apostle Church,"2727 W Pico BlvdLos Angeles, CA 90006"
St Martin of Tours School,"11955 W Sunset BlvdLos Angeles, CA 90049"
United House Of Prayer,"1029 E Vernon AveLos Angeles, CA 90011"
Dharma Vijaya Budhist Vihara,"1847 Crenshaw BlvdLos Angeles, CA 90019"
Hollywood Adventist Church,"1711 N Van Ness AveLos Angeles, CA 90028"
Eckankar,"6669 W Sunset BlvdLos Angeles, CA 90028"
Prayer Assembly Chr-God In,"442 E El Segundo BlvdLos Angeles, CA 90061"
Episcopal Churches,"6128 Yucca StLos Angeles, CA 90028"
Mt Sinai Missionary Baptist,"3669 W 54th StLos Angeles, CA 90043"
Resurrection Church,"3324 Opal StLos Angeles, CA 90023"
Holy Trinity Catholic Church,"3722 Boyce AveLos Angeles, CA 90039"
Apostolic Christian Fellowship,"7601 Crenshaw BlvdLos Angeles, CA 90043"
Victory In Christ Christian Fellowship,"13027 S BroadwayLos Angeles, CA 90061"
St Paul Apostle School,"1536 Selby AveLos Angeles, CA 90024"
Saint Sophia Greek Orthodox Cathedral,"1324 S Normandie AveLos Angeles, CA 90006"
Church of Scientology,"6724 Hollywood BlvdLos Angeles, CA 90028"
L A Geeta Ramayan Mandali,"2626 S La Cienega BlvdLos Angeles, CA 90034"
Mt Moriah Baptist Church of Los Angeles Inc,"4269 S Figueroa StLos Angeles, CA 90037"
New Antioch Church Of God In Christ,"7826 S Vermont AveLos Angeles, CA 90044"
Hazy Moon Zen Center,"1651 S Gramercy PlLos Angeles, CA 90019"
St Mary In Palms,"3647 Watseka AveLos Angeles, CA 90034"
Holy Nativity Parish,"6700 W 83rd StLos Angeles, CA 90045"
Pilgrim's Hope Baptist Church,"7016 Compton AveLos Angeles, CA 90001"
Greater Philadelphia Missionary Baptist Church Inc.,"1436 Firestone BlvdLos Angeles, CA 90001"
St Pauls Lutheran Church,"3901 W Adams BlvdLos Angeles, CA 90018"
West Hollywood United Church of Christ,"7350 W Sunset BlvdLos Angeles, CA 90046"
The Great Vision Church,"714 N Alexandria AveLos Angeles, CA 90029"
Iglesias De Restauracion Inc,"4409 W Adams BlvdLos Angeles, CA 90016"
Calvary Methodist Church,"5268 W Adams BlvdLos Angeles, CA 90016"
Ming Ya Buddhist Assn,"4371 Valley BlvdLos Angeles, CA 90032"
Knesseth Israel Temple Of Hollywood & Los Feliz,"1260 N Vermont AveLos Angeles, CA 90029"
Christian Science Reading Room,"4747 Hollywood BlvdLos Angeles, CA 90027"
Christ Is The Answer Fellowship Church Inc,"8876 S Vermont AveLos Angeles, CA 90044"
Christian Church Of John 3-16,"9616 S Vermont AveLos Angeles, CA 90044"
United Armenian Congregation Church,"3480 Cahuenga Blvd WLos Angeles, CA 90068"
West Coast Ncsy,"9831 W Pico BlvdLos Angeles, CA 90035"
Jews For Jesus,"10962 Le Conte AveLos Angeles, CA 90024"
Metropolitan Baptist Church,"4200 Hooper AveLos Angeles, CA 90011"
St. Matthew Baptist Church,"1534 W Vernon AveLos Angeles, CA 90062"
Liberty Baptist Church,"1500 W 51st PlLos Angeles, CA 90062"
First Bapist Church Of Hollywood,"6682 Selma AveLos Angeles, CA 90028"
Greater New Light Baptist Church,"1154 E 92nd StLos Angeles, CA 90002"
Holy Pathway Baptist Church,"10017 S Main StLos Angeles, CA 90003"
Fountain of Life,"10527 Compton AveLos Angeles, CA 90002"
Korean-American Presbyterian Church,"929 S Westlake AveLos Angeles, CA 90006"
Huffington Center,"1324 S Normandie AveLos Angeles, CA 90006"
Holy Cross Church,"4705 S Main StLos Angeles, CA 90037"
Holy Spirit,"1421 S Dunsmuir AveLos Angeles, CA 90019"
Zoe Christian Fellowship,"5315 W Adams BlvdLos Angeles, CA 90016"
St Jerome School,"5550 Thornburn StLos Angeles, CA 90045"
White Memorial SDA Church,"401 N State StLos Angeles, CA 90033"
The Church of Jesus Christ of Latter-day Saints,"1209 S Manhattan PlLos Angeles, CA 90019"
New Bethel Church of God In Christ Apostolic,"1735 W Martin Luther King Jr BlvdLos Angeles, CA 90062"
Young Israel of La Inc,"660 N Spaulding AveLos Angeles, CA 90036"
New Testament Church Of God In Christ,"9105 S BroadwayLos Angeles, CA 90003"
New Greater Circle Mission,"1359 W 107th StLos Angeles, CA 90044"
Kehillat Mogen David E C C,"9717 W Pico BlvdLos Angeles, CA 90035"
Westwood Hills Congregational Church,"1989 Westwood BlvdLos Angeles, CA 90025"
The Oasis,"1725 Ivar AveLos Angeles, CA 90028"
Biblioctopus,"2132 Century Park Ln Apt 315Los Angeles, CA 90067"
Psychic Ann,"4112 Venice BlvdLos Angeles, CA 90019"
Concord Missionary Baptist,"2828 W Jefferson BlvdLos Angeles, CA 90018"
Heavenly Vision Educational Center,"255 W 85th StLos Angeles, CA 90003"
Los Angeles Mission Inc,"303 E 5th StLos Angeles, CA 90013"
Young Nak Presbyterian Church,"1721 N BroadwayLos Angeles, CA 90031"
Gethsemane Lutheran Church,"3734 S Centinela AveLos Angeles, CA 90066"
Immaculate Conception School,"830 Green AveLos Angeles, CA 90017"
The Reformation,"8253 Melrose AveLos Angeles, CA 90046"
Bahai Faith Los Angeles Center,"5755 Rodeo RdLos Angeles, CA 90016"
Catholic Churches,"6657 W Sunset BlvdLos Angeles, CA 90028"
St James Episcopal Church,"3903 Wilshire BlvdLos Angeles, CA 90010"
St. Alban's Episcopal,"580 Hilgard AveLos Angeles, CA 90024"
St Peters Italian Church,"1039 N BroadwayLos Angeles, CA 90012"
Wilshire United Methodist Church,"711 S Plymouth BlvdLos Angeles, CA 90005"
St. Agatha Catholic Church,"2640 S Mansfield AveLos Angeles, CA 90016"
Tabernaculo Biblico Bautista Amigos De Isreal Los Angeles,"1000 E Washington BlvdLos Angeles, CA 90021"
Angels Flight Shelter,"357 S Westlake AveLos Angeles, CA 90057"
Church Of The Living Word Of God,"4427 W Pico BlvdLos Angeles, CA 90019"
St James Armenian Apostolic Church,"4950 W Slauson AveLos Angeles, CA 90056"
Sephardic Temple Tifereth Israel,"10500 Wilshire BlvdLos Angeles, CA 90024"
St Bede's Episcopal Church,"3590 Grand View BlvdLos Angeles, CA 90066"
Second Baptist Church,"2419 Griffith AveLos Angeles, CA 90011"
Westside Baptist Church S B C,"1430 S Centinela AveLos Angeles, CA 90025"
St Columban Church,"125 Loma DrLos Angeles, CA 90026"
St. Mary's Church,"407 S Chicago StLos Angeles, CA 90033"
St. Agnes Church,"2625 S Vermont AveLos Angeles, CA 90007"
Ukrainian Catholic Church Of The Nativity Of Blessed Virgin Mary,"5154 De Longpre AveLos Angeles, CA 90027"
Saint Anthonys Croatian Catholic Church,"712 N Grand AveLos Angeles, CA 90012"
New Life Vision Church,"4077 W Pico BlvdLos Angeles, CA 90019"
Church Santa Teresa de Avila,"2216 Fargo StLos Angeles, CA 90039"
California Yuan Yung Buddhist Temple,"6310 E Olympic BlvdLos Angeles, CA 90022"
Hope of Glory Christian Center Inc,"10701 S Vermont AveLos Angeles, CA 90044"
New Mt Calvary Missionary Baptist Church,"402 E El Segundo BlvdLos Angeles, CA 90061"
Joohyang Presbyterian Church,"3412 W 4th StLos Angeles, CA 90020"
Chinese United Methodist Church,"825 N Hill StLos Angeles, CA 90012"
Praise Christian Fellowship,"2235 Beverly BlvdLos Angeles, CA 90057"
Precious Blood Church,"435 S Occidental BlvdLos Angeles, CA 90057"
West Los Angeles United Methodist Church,"1913 Purdue AveLos Angeles, CA 90025"
Good News Central Church,"3500 W 1st StLos Angeles, CA 90004"
Highland View Pentecostal Assembly,"3721 Marmion WayLos Angeles, CA 90065"
Berean Seventh-Day Adventist Church,"4211 W Adams BlvdLos Angeles, CA 90018"
Anshe Emes Synagogue,"1490 S Robertson BlvdLos Angeles, CA 90035"
Iman Inc,"3376 Motor AveLos Angeles, CA 90034"
Church Of The Epiphany,"2808 Altura StLos Angeles, CA 90031"
Sweet Home Baptist Church,"8800 Bandera StLos Angeles, CA 90002"
Resurrection Church,"515 Echandia StLos Angeles, CA 90033"
Bel Air Presbyterian Church,"4565 Colorado BlvdLos Angeles, CA 90039"
Mt Moriah Baptist Church of Los Angeles Inc,"445 Cottage Home StLos Angeles, CA 90012"
New Antioch Church Of God In Christ,"4018 Hammel StLos Angeles, CA 90063"
Iglesias De Restauracion Inc,"3431 Portola AveLos Angeles, CA 90032"
Jews For Jesus,"500 W 111th PlLos Angeles, CA 90044"
St. Matthew Baptist Church,"975 S Berendo StLos Angeles, CA 90006"
Liberty Baptist Church,"1456 Sutherland StLos Angeles, CA 90026"
St Jerome School,"3401 W 3rd StLos Angeles, CA 90020"
New Bethel Church of God In Christ Apostolic,"1311 W 37th StLos Angeles, CA 90007"
Hazy Moon Zen Center,"5711 Monte Vista StLos Angeles, CA 90042"
St Mary In Palms,"11860 Avalon BlvdLos Angeles, CA 90061"
Holy Nativity Parish,"7299 W Manchester AveLos Angeles, CA 90045"
Pilgrim's Hope Baptist Church,"923 S Normandie AveLos Angeles, CA 90006"
Greater Philadelphia Missionary Baptist Church Inc.,"1528 N Wilton PlLos Angeles, CA 90028"
St Pauls Lutheran Church,"1760 N Gower StLos Angeles, CA 90028"
West Hollywood United Church of Christ,"6006 S Main StLos Angeles, CA 90003"
The Great Vision Church,"200 W Imperial HwyLos Angeles, CA 90061"
Calvary Methodist Church,"3621 Brunswick AveLos Angeles, CA 90039"
Ming Ya Buddhist Assn,"10905 Compton AveLos Angeles, CA 90059"
Christian Science Reading Room,"4810 W Sunset BlvdLos Angeles, CA 90027"
Christ Is The Answer Fellowship Church Inc,"1115 Lemoyne StLos Angeles, CA 90026"
Christian Church Of John 3-16,"4565 N Figueroa StLos Angeles, CA 90065"
United Armenian Congregation Church,"4678 W Adams BlvdLos Angeles, CA 90016"
West Coast Ncsy,"2525 W Vernon AveLos Angeles, CA 90008"
Knesseth Israel Temple Of Hollywood & Los Feliz,"8451 S Central AveLos Angeles, CA 90001"
Kehillat Mogen David E C C,"6021 York BlvdLos Angeles, CA 90042"
Metropolitan Baptist Church,"3500 S Normandie AveLos Angeles, CA 90007"
First Bapist Church Of Hollywood,"840 Echo Park AveLos Angeles, CA 90026"
Greater New Light Baptist Church,"7390 W Manchester AveLos Angeles, CA 90045"
Cochran Avenue Baptist Church,"1304 S Cochran AveLos Angeles, CA 90019"
Hollywood Church of Christ,"600 N Rossmore AveLos Angeles, CA 90004"
Los Angeles Restoration Church,"4242 S BroadwayLos Angeles, CA 90037"
Hollywood Lutheran Church,"1733 N New Hampshire AveLos Angeles, CA 90027"
Fellowship Missionary Baptist Church,"410 E 31st StLos Angeles, CA 90011"
True Fellowship Missionary Church,"3959 Brighton AveLos Angeles, CA 90062"
Newborn Community Church,"3407 W 6th St Ste 712Los Angeles, CA 90020"
Silver Lake Community Church,"2930 Hyperion AveLos Angeles, CA 90027"
Christian Fellowship Missionary Baptist Church,"1315 W 39th StLos Angeles, CA 90062"
St Mary of The Angels Anglican Church,"4510 Finley AveLos Angeles, CA 90027"
International Bible Church,"3434 W 1st StLos Angeles, CA 90004"
Gospel Temple Baptist Church,"10451 S Hoover StLos Angeles, CA 90044"
Pilgrims Church of Christ Holiness,"13722 Avalon BlvdLos Angeles, CA 90061"
Slavic Baptist Church of Hollywood,"545 N Commonwealth AveLos Angeles, CA 90004"
Hope International Bible Fellowship,"4903 Fountain AveLos Angeles, CA 90029"
Bethlehem Temple Missionary Baptist Church,"5410 Avalon BlvdLos Angeles, CA 90011"
True Vine Baptist Church,"1246 Firestone BlvdLos Angeles, CA 90001"
Three Oaks Baptist Church,"8109 S Hoover StLos Angeles, CA 90044"
King Jesus Bible Way,"11737 S Figueroa StLos Angeles, CA 90061"
First Baptist Church,"8540 La Tijera BlvdLos Angeles, CA 90045"
Barrington Avenue Baptist Church,"1903 S Barrington AveLos Angeles, CA 90025"
Cornerstone Baptist Church,"1609 S Barrington AveLos Angeles, CA 90025"
Venice Baptist Church,"2241 Walgrove AveLos Angeles, CA 90066"
Mi Joo Peace Church,"170 Bimini PlLos Angeles, CA 90004"
Christ Presbyterian Church,"4011 Clinton StLos Angeles, CA 90004"
Victory Presbyterian Church,"4213 Monroe StLos Angeles, CA 90029"
Bethel Presbyterian Church,"857 S La Brea AveLos Angeles, CA 90036"
Bethel Lutheran Church ELCA,"5750 W Olympic BlvdLos Angeles, CA 90036"
Our Savior Lutheran Church & Pre-School Missouri Synod,"6705 W 77th StLos Angeles, CA 90045"
St Ann Church,"2302 Riverdale AveLos Angeles, CA 90031"
Westwood Presbyterian School,"10822 Wilshire BlvdLos Angeles, CA 90024"
St Lawrence-Brindisi Religious,"10122 Compton AveLos Angeles, CA 90002"
Victory Outreach Eagle Rock,"4160 Eagle Rock BlvdLos Angeles, CA 90065"
Crenshaw United Methodist,"3740 Don Felipe DrLos Angeles, CA 90008"
Union Church of Los Angeles,"401 E 3rd StLos Angeles, CA 90013"
Pilgrim Missionary Baptist Church,"950 E 45th StLos Angeles, CA 90011"
Belmont Baptist Church,"9215 Avalon BlvdLos Angeles, CA 90003"
Living Gospel Church,"6601 Compton AveLos Angeles, CA 90001"
Full Gospel Baptist Church,"6900 Compton AveLos Angeles, CA 90001"
Morning Star Baptist Church,"1334 E 41st StLos Angeles, CA 90011"
McCoy Memorial Baptist Church,"802 E 46th StLos Angeles, CA 90011"
New Pleasant Hill Missionary,"9537 S Vermont AveLos Angeles, CA 90044"
New Congregation Missionary Baptist Church,"11205 S Vermont AveLos Angeles, CA 90044"
Saint Gerard Majella Parish,"4439 Inglewood BlvdLos Angeles, CA 90066"
St Joan Of Arc,"11534 Gateway BlvdLos Angeles, CA 90064"
Rios De Agua Viva,"2837 W Pico BlvdLos Angeles, CA 90006"
Centro Envagelistico Fuente De Agua Viva,"1275 E 54th StLos Angeles, CA 90011"
New Haven Church of God In Christ,"7426 S Hoover StLos Angeles, CA 90044"
Eighty Eighth Street Temple,"8825 S Vermont AveLos Angeles, CA 90044"
Chinese Bible Church,"10521 W Pico BlvdLos Angeles, CA 90064"
Weller Street Baptist Church,"129 S Gless StLos Angeles, CA 90033"
Paradise Baptist Church,"5100 S BroadwayLos Angeles, CA 90037"
Carver Missionary Baptist Church,"5050 S Hoover StLos Angeles, CA 90037"
Rock Of Faith Baptist Church,"5151 S Normandie AveLos Angeles, CA 90037"
Praises of Zion Missionary Baptist,"8222 S San Pedro StLos Angeles, CA 90003"
Welcome Baptist Church,"8615 S Central AveLos Angeles, CA 90002"
Grace Temple Missionary Baptist Church,"7017 S Gramercy PlLos Angeles, CA 90047"
Mount Olive Second Missionary Baptist Church,"9401 Zamora AveLos Angeles, CA 90002"
Jerusalem Missionary Baptist Church Inc,"8025 S Western AveLos Angeles, CA 90047"
Mt Carmel Holy Assembly Baptist Church,"9401 S San Pedro StLos Angeles, CA 90003"
Jesus Baptist California Valley Church,"3031 Beverly BlvdLos Angeles, CA 90057"
First Bethany Missionary Baptist Church,"507 W 49th PlLos Angeles, CA 90037"
The Word of God Baptist Church,"4816 S Western AveLos Angeles, CA 90062"
Greater Ebenezer Baptist Church,"5300 Denker AveLos Angeles, CA 90062"
Galilee Baptist Church,"3220 W 48th StLos Angeles, CA 90043"
True Gospel Missionary Baptist Church,"7723 S Hoover StLos Angeles, CA 90044"
Live Oak Baptist Church,"1359 W 84th PlLos Angeles, CA 90044"
Greater Mount Olive Baptist Church,"659 W Colden AveLos Angeles, CA 90044"
First Baptist Church Of South L. A.,"858 W 98th StLos Angeles, CA 90044"
Springing Presbytarian Church,"3520 Council StLos Angeles, CA 90004"
Wilton Korean Presbyterian Church,"470 N St Andrews PlLos Angeles, CA 90004"
Iglesia De La Comunidad Pcusa,"115 N Avenue 53Los Angeles, CA 90042"
Figueroa Church of Christ,"455 W 57th StLos Angeles, CA 90037"
Eagle Rock Presbyterian Church,"4848 Eagle Rock BlvdLos Angeles, CA 90041"
All Saints Episcopal Church,"5619 Monte Vista StLos Angeles, CA 90042"
American Catholic Church,"1733 N New Hampshire AveLos Angeles, CA 90027"
Presentation Catholic Church,"6406 Parmelee AveLos Angeles, CA 90001"
El Camino Christian Church,"4927 Hubbard StLos Angeles, CA 90022"
Highland Park Full Gospel Assembly,"7131 N Figueroa StLos Angeles, CA 90042"
St Mary Magdalen School,"1223 S Corning StLos Angeles, CA 90035"
African American Evangelization Center,"9505 Haas AveLos Angeles, CA 90047"
Tenrikyo Hollywood Church,"3902 Melrose AveLos Angeles, CA 90029"
L A Metropolitan Churches,"4707 S Central AveLos Angeles, CA 90011"
The Apostolic Faith,"2333 Fletcher DrLos Angeles, CA 90039"
Galilee Mission Church,"2212 S Western AveLos Angeles, CA 90018"
Full Gospel LA Church,"1750 N Edgemont StLos Angeles, CA 90027"
Greater True Light Tabernacle Church Of God In Christ,"5426 S Vermont AveLos Angeles, CA 90037"
Russian Orthodox Church,"2049 Argyle AveLos Angeles, CA 90068"
Price Chapel Ame Church,"4000 W Slauson AveLos Angeles, CA 90043"
Life Deliverance Ministries,"9120 S Western AveLos Angeles, CA 90047"
Assemblies Of God Churches,"8606 Wiley Post AveLos Angeles, CA 90045"
Sonrise Westside Community Church,"11965 Venice BlvdLos Angeles, CA 90066"
West LA Korean Church,"3840 Grand View BlvdLos Angeles, CA 90066"
Congregational Church-Messiah,"7300 W Manchester AveLos Angeles, CA 90045"
Angelica Lutheran Church,"1345 S Burlington AveLos Angeles, CA 90006"
Culver Palms Church Of Christ,"9733 Venice BlvdLos Angeles, CA 90034"
All Peoples Christian,"822 E 20th StLos Angeles, CA 90011"
Visitation Day Care,"8740 Emerson AveLos Angeles, CA 90045"
Mystic Dharma Buddhist Temple,"5206 N Figueroa StLos Angeles, CA 90042"
Congregation Shaarei Tefila,"7269 Beverly BlvdLos Angeles, CA 90036"
Grant Ame Church,"10435 S Central AveLos Angeles, CA 90002"
Communion Christian Academy,"4737 W Slauson AveLos Angeles, CA 90056"
Hope Memorial Lutheran Church Of L A,"3401 Somerset DrLos Angeles, CA 90016"
University Lutheran Chapel,"10915 Strathmore DrLos Angeles, CA 90024"
Saint James AME Church,"655 W 70th StLos Angeles, CA 90044"
Hope Of God Church Los Angeles,"4522 E Cesar E Chavez AveLos Angeles, CA 90022"
St Ignatius School,"322 N Avenue 61Los Angeles, CA 90042"
Smyrna Seventh-Day Adventist,"4394 W Washington BlvdLos Angeles, CA 90016"
Calvary Chapel South Los Angls,"2010 E 87th StLos Angeles, CA 90002"
El Shaddai Christian Fellowship Church,"10223 S Vermont AveLos Angeles, CA 90044"
Praise City Of Christian Church,"Los Angeles, CA 90009"
Providence Baptist Church,"507 E 35th StLos Angeles, CA 90011"
St. Andrews Baptist Church,"1794 W 36th PlLos Angeles, CA 90018"
Greater Mount Carmel Church,"6001 S Hoover StLos Angeles, CA 90044"
Miracle Missionary Baptist Church,"8318 S Central AveLos Angeles, CA 90001"
Revelation of Christ Baptist Church,"9000 S BroadwayLos Angeles, CA 90003"
Westwood Presbyterian School,"10822 Wilshire BlvdLos Angeles, CA 90024"
Lutherans Concerned,"Los Angeles, CA 90027"
La Economia De Dios,"761 S Central AveLos Angeles, CA 90021"
Bible Community Church,"4120 W Pico BlvdLos Angeles, CA 90019"
Embajada De Dios Church,"5815 S Normandie AveLos Angeles, CA 90044"
Christian Love Fellowship Church,"PO Box 48288Los Angeles, CA 90048"
St Lawrence-Brindisi Religious,"10122 Compton AveLos Angeles, CA 90002"
Gospal Faith Clinic Church,"9825 S BroadwayLos Angeles, CA 90003"
The Great I Am Faith Center,"9610 S Western AveLos Angeles, CA 90047"
World Mission Christian,"1829 W Imperial HwyLos Angeles, CA 90047"
First African Methodist Episcopal Church,"Los Angeles, CA 90018"
Bright Sound Myung Sung Church,"4055 Wilshire Blvd. #351Los Angeles, CA 90010"
Cedar Grove Baptist Church,"7623 8th AveLos Angeles, CA 90043"
Pilgrim Lutheran Church,"225 S Occidental BlvdLos Angeles, CA 90057"
Gracious Ark Church,"3020 Wilshire Blvd Ste 100Los Angeles, CA 90010"
