name,address,lon,lat
First St Paul's Evangelical Lutheran Church,"3300 N Whipple StChicago, IL 60618",-87.7044449,41.9416837
Greater Harvest Baptist Church,"700 W Adams StChicago, IL 60661",-87.6445088,41.8794076
Wicker Park Lutheran Church,"1301 N La Salle DrChicago, IL 60610",-87.6324812,41.9059828
St Paul's Church By The Lake,"5141 S State StChicago, IL 60609",-87.625348,41.80091520000001
St Procopius Church,"1502 N Hoyne AveChicago, IL 60622",-87.68018719999999,41.9085033
United Church of Rogers Park,"7100 N Ashland BlvdChicago, IL 60626",-87.67040349999999,42.0118215
Immaculate Conception Ch,"1641 S Allport StChicago, IL 60608",-87.65738089999999,41.85849779999999
Trinity United Church Of Christ,"1545 W Morse AveChicago, IL 60626",-87.6693248,42.0076227
Stratford Christian Center Church,"2745 W 44th StChicago, IL 60632",-87.6939348,41.8133334
St Alphonsus Roman Catholic Church,"400 W 95th StChicago, IL 60628",-87.63242389999999,41.7219089
Stratford Christian Center Church,"9152 S Ashland AveChicago, IL 60620",-87.6632429,41.72681559999999
Carter Temple CME Church,"1429 W Wellington Ave, Chicago, IL 60657",-87.6649329,41.9357774
St. Peter's Catholic Books & Gifts,"9152 S Ashland Ave, Chicago, IL 60620",-87.6632429,41.72681559999999
Christ The King Lutheran Church & School,"7841 S Wabash Ave, Chicago, IL 60619",-87.62265819999999,41.7512821
Maryland Avenue Baptist Church,"110 W Madison St, Chicago, IL 60602",-87.6314189,41.8821416
St. Peter's Catholic Books & Gifts,"3701 S Lake Park Ave, Chicago, IL 60653",-87.6058706,41.8285756
First Christian Church of Chicago,"8058 S Maryland Ave, Chicago, IL 60619",-87.60425029999999,41.747845
North Shore Baptist Church,"110 W Madison St, Chicago, IL 60602",-87.6314189,41.8821416
First Unitarian Church Of Chicago,"3600 W 79th St, Chicago, IL 60652",-87.71333620000001,41.7500217
Emanuel Congregation,"5244 N Lakewood Ave, Chicago, IL 60640",-87.662857,41.9776706
Brothers of The Holy Cross,"5650 S Woodlawn AveChicago, IL 60637",-87.596997,41.7917465
New Life Covenant,"5959 N Sheridan RdChicago, IL 60660",-87.654799,41.99050039999999
St John Berchman's Church,"3111 S Aberdeen StChicago, IL 60608",-87.6532139,41.8377778
Saint James Lutheran Church,"5100 W Diversey AveChicago, IL 60639",-87.7543085,41.9316828
Ebenezer Lutheran Church,"2517 W Logan BlvdChicago, IL 60647",-87.69116249999999,41.9277463
Midwest Buddhist Temple,"2101 N Fremont StChicago, IL 60614",-87.65136919999999,41.9197753
New Life Covenant Church,"1650 W Foster AveChicago, IL 60640",-87.6716527,41.9764925
St John Ev Lutheran School,"435 W Menomonee StChicago, IL 60614",-87.6398605,41.9143619
Our Lady of Lourdes,"1021 E 78th StChicago, IL 60619",-87.5995009,41.7529049
Montessori Learning Center,"4939 W Montrose AveChicago, IL 60641",-87.751691,41.9602717
St James Lutheran,"4641 N Ashland AveChicago, IL 60640",-87.6686699,41.9664793
St Constance School,"6740 N Oliphant AveChicago, IL 60631",-87.81540269999999,42.0037561
St Jerome's Church,"2101 N Fremont StChicago, IL 60614",-87.65136919999999,41.9197753
Holy Family Church,"5841 W Strong StChicago, IL 60630",-87.7746806,41.9700085
St Peter's Church,"2823 S Princeton AveChicago, IL 60616",-87.6340616,41.8419944
Church Of The Three Crosses,"1080 W Roosevelt RdChicago, IL 60608",-87.6547605,41.8674417
St George Greek Orthodox,"110 W Madison StChicago, IL 60602",-87.6314189,41.8821416
Second Unitarian Church,"333 W Wisconsin StChicago, IL 60614",-87.637879,41.91630199999999
Windy City Community Church,"2701 N Sheffield Ave Ste 1Chicago, IL 60614",-87.6534503,41.9312062
Progressive Baptist Church,"656 W Barry AveChicago, IL 60657",-87.646513,41.938191
Uptown Baptist Church,"6131 N Newark AveChicago, IL 60631",-87.79727439999999,41.9925011
St Martin's Episcopal Church,"3658 S Wentworth AveChicago, IL 60609",-87.6318237,41.827599
St Therese Chinese Mission,"1011 W Wilson AveChicago, IL 60640",-87.6552229,41.9651612
Old St Mary's Church,"5710 W Midway ParkChicago, IL 60644",-87.76799249999999,41.8893868
Cuyler Covenant Church,"218 W Alexander StChicago, IL 60616",-87.6326072,41.8515452
Christ Evangelical Lutheran,"1500 S Michigan AveChicago, IL 60605",-87.62446109999999,41.8613142
Citypoint Loft,"3901 N Marshfield AveChicago, IL 60613",-87.6700065,41.9527132
Missionaries Of Charity,"3253 W Wilson Ave Ste 1Chicago, IL 60625",-87.71039189999999,41.9644712
Greater Institutional African Methodist Episcopal Church,"110 E 23rd StChicago, IL 60616",-87.62330419999999,41.8512837
Buddhist Temple Of Chicago,"2325 W 24th PlChicago, IL 60608",-87.6841238,41.8471817
Tm Gifts,"7800 S Indiana AveChicago, IL 60619",-87.6205418,41.75272409999999
North Park Covenant Church,"1151 W Leland AveChicago, IL 60640",-87.6593075,41.9670249
New Life Community Church,"1608 E 86th PlChicago, IL 60617",-87.5847512,41.737977
Sauganash Community Church,"5250 N Christiana AveChicago, IL 60625",-87.7127589,41.9773102
Good News Community Church,"5518 W Gettysburg StChicago, IL 60630",-87.7672537,41.9758878
St Pius V School,"4541 W Peterson AveChicago, IL 60646",-87.7423615,41.9898466
St Viator School,"7649 N Paulina StChicago, IL 60626",-87.6727148,42.02076270000001
St Rene Goupil,"1919 S Ashland AveChicago, IL 60608",-87.6657805,41.8553326
North Shore Baptist Church,"4140 W Addison StChicago, IL 60641",-87.7310306,41.9468036
New Hope United Methodist Church,"6340 S New England AveChicago, IL 60638",-87.7940474,41.7763449
Saint Paul Lutheran Church,"5244 N Lakewood AveChicago, IL 60640",-87.662857,41.9776706
Forest Preserve Bible Church,"7115 W Hood AveChicago, IL 60631",-87.804282,41.9921114
St Peters Episc Ch,"5650 N Canfield AveChicago, IL 60631",-87.8242862,41.9826709
Edgewater Presbyterian Church,"7430 W Forest Preserve AveChicago, IL 60634",-87.8134827,41.9512399
Providence Of God Church,"621 W Belmont AveChicago, IL 60657",-87.6451628,41.9399234
Our Lady of Mercy Church,"1020 W Bryn Mawr AveChicago, IL 60660",-87.65631259999999,41.9838916
First Lutheran Church Of The Trinity,"717 W 18th StChicago, IL 60616",-87.6452003,41.8573298
First Immanuel Lutheran Church,"4432 N Troy StChicago, IL 60625",-87.70744739999999,41.9623416
Norwegian Lutheran Church,"643 W 31st StChicago, IL 60616",-87.6430755,41.837911
Immanuel Evangelical Lutheran,"1124 S Ashland AveChicago, IL 60607",-87.6666621,41.8676216
Edgebrook Lutheran Church,"2614 N Kedzie AveChicago, IL 60647",-87.70809779999999,41.928783
Edison Park Lutheran Church,"1500 W Elmdale AveChicago, IL 60660",-87.668015,41.9911169
Central Assembly Of God,"5252 W Devon AveChicago, IL 60646",-87.7596118,41.9980421
St Leonard's Ministries,"6626 N Oliphant AveChicago, IL 60631",-87.8182442,42.0012568
Moorish Science Temple Of America Inc,"816 W 31st StChicago, IL 60608",-87.6471297,41.8381947
Greek Orthodox Church The Assumption,"2100 W Warren BlvdChicago, IL 60612",-87.679284,41.8824276
The Church of Israel,"3810 S Wabash AveChicago, IL 60653",-87.62520649999999,41.8251598
Belmont Assembly of God,"601 S Central AveChicago, IL 60644",-87.7641484,41.8724859
Congregational Church,"5920 W North AveChicago, IL 60639",-87.77361,41.9095889
Bethel Community Church,"6050 W Belmont AveChicago, IL 60634",-87.7781012,41.9387518
Bible Deliverance Temple Church,"5320 W Giddings StChicago, IL 60630",-87.76066349999999,41.966511
Harvest Christian Center,"7601 W Foster AveChicago, IL 60656",-87.8174379,41.9738844
Westpoint Missionary Baptist Church,"1724 E 82nd StChicago, IL 60617",-87.58193360000001,41.7462916
Harmony Community Baptist Church,"4020 N Tripp AveChicago, IL 60641",-87.7343449,41.9542406
Emmanuel Baptist Church,"3566 S Cottage Grove AveChicago, IL 60653",-87.61003679999999,41.829283
Ravenswood Baptist Church,"1908 S Millard AveChicago, IL 60623",-87.71668439999999,41.8547235
Shiloh Missionary Baptist Church,"8301 S Damen AveChicago, IL 60620",-87.67267629999999,41.7422122
Logos Baptist Assembly,"4455 N Seeley AveChicago, IL 60625",-87.6803413,41.9630376
Mary Magdalene Missionary Baptist Church,"2659 N Austin AveChicago, IL 60639",-87.77550699999999,41.9291929
Salem Baptist Church,"10833 S Halsted StChicago, IL 60628",-87.642139,41.696872
Covenant Presbyterian Church,"10920 S Princeton AveChicago, IL 60628",-87.6305989,41.6954788
St James Presbyterian Church,"10909 S Cottage Grove AveChicago, IL 60628",-87.6084913,41.6958892
Nativity of Our Lord,"2012 W Dickens AveChicago, IL 60647",-87.678377,41.9195867
Catholic Conference-Illinois,"6554 N Rockwell StChicago, IL 60645",-87.6953594,42.0011068
Saint Joseph Church,"653 W 37th StChicago, IL 60609",-87.6432368,41.8267459
University Church,"65 E Wacker Pl Ste 1620Chicago, IL 60601",-87.6255408,41.8866164
St Pauls United Church Of Christ,"4821 S Hermitage AveChicago, IL 60609",-87.66848519999999,41.80644729999999
St Rita Church,"5655 S University AveChicago, IL 60637",-87.5977896,41.7917026
St Kilian Church,"2335 N Orchard StChicago, IL 60614",-87.6459749,41.9247819
St Ladislaus Rectory,"6243 S Fairfield AveChicago, IL 60629",-87.6916246,41.7797384
Transfiguration Church,"8725 S May StChicago, IL 60620",-87.6517161,41.7355678
St. Joseph the Betrothed Ukranian Catholic Church,"5345 W Roscoe StChicago, IL 60641",-87.76114969999999,41.9420253
St Philip Lutheran Church,"2609 W Carmen AveChicago, IL 60625",-87.69424289999999,41.9736514
New Hope Lutheran Church,"5000 N Cumberland AveChicago, IL 60656",-87.8372469,41.9705423
Calvary Lutheran Church,"6232 S Eberhart AveChicago, IL 60637",-87.61350829999999,41.7810604
Faith Evangelical Lutheran Church,"6416 S Washtenaw AveChicago, IL 60629",-87.69135510000001,41.7768975
St. John Missionary Baptist Church,"6149 S Kenneth AveChicago, IL 60629",-87.73353709999999,41.780609
Edgebrook Church Office,"8300 S Sangamon StChicago, IL 60620",-87.6479006,41.7431474
St. George Orthodox Cathedral,"211 E 115th StChicago, IL 60628",-87.61763520000001,41.6850893
First Congregational Church,"6421 N Spokane AveChicago, IL 60646",-87.75997710000001,41.9979138
His Word To All Nations,"917 N Wood StChicago, IL 60622",-87.6718866,41.898357
Messianic Congregation of Chicago,"1305 N Hamlin AveChicago, IL 60651",-87.72122519999999,41.9049048
Top Of The Third,"6210 S Saint Louis AveChicago, IL 60629",-87.71075750000001,41.7803919
Bultasa Buddhist Temple,"1709 W Cornelia AveChicago, IL 60657",-87.67145699999999,41.9448675
Prayer Faith Outreach Ministries,"3609 N Sheffield AveChicago, IL 60613",-87.65406209999999,41.9476319
Victory Worship Center,"4360 W Montrose AveChicago, IL 60641",-87.7380847,41.9610132
Serbian Orthodox Church St Simeon Mirotocivi,"944 W 103rd StChicago, IL 60643",-87.6472453,41.7071702
Chicago Bibles & Books,"3750 N Neva AveChicago, IL 60634",-87.8062435,41.9487596
St Hyacinth,"3737 E 114th StChicago, IL 60617",-87.53239909999999,41.68765399999999
Holy Trinity High School,"3931 W Irving Park Rd Ste 1Chicago, IL 60618",-87.72628499999999,41.953443
Our Saviour,"3640 W Wolfram StChicago, IL 60618",-87.7189538,41.9329979
National Shrine of St. Jude,"1443 W Division StChicago, IL 60642",-87.664355,41.9030295
Best Catholic Pilgrimages,"7151 W Cornelia AveChicago, IL 60634",-87.80653149999999,41.9431695
Bodhi Spiritual Center,"205 W Monroe St Fl 7Chicago, IL 60606",-87.63413899999999,41.8803969
Circle Urban Ministries,"500 N Michigan Ave Ste 600Chicago, IL 60611",-87.6246247,41.8911878
Hope For Youth Headstart,"1012 N Noble StChicago, IL 60642",-87.6628138,41.900363
Alliance For Community Peace,"118 N Central AveChicago, IL 60644",-87.7652248,41.8828979
Vietnames United Methodist Church,"5900 W Iowa StChicago, IL 60651",-87.7725619,41.896842
St Paul's House & Health Care Centerr,"7740 S Eberhart AveChicago, IL 60619",-87.6129297,41.7535044
Wise Owl,"3100 W Wilson AveChicago, IL 60625",-87.7062926,41.9649509
St Monica's Church & Parish,"3800 N California AveChicago, IL 60618",-87.6988629,41.9509818
Unity Church In Chicago,"2734 W North AveChicago, IL 60647",-87.6959754,41.9105251
Holy Resurrection Cathedral,"5136 N Nottingham AveChicago, IL 60656",-87.8038045,41.9746703
Chinese Christian Union Church,"1925 W Thome AveChicago, IL 60660",-87.67772219999999,41.9952593
Immaculate Conception,"5701 N Redwood DrChicago, IL 60631",-87.827371,41.982932
Church Of Scientology,"2301 S Wentworth AveChicago, IL 60616",-87.63167159999999,41.850719
Church Of The Ascension,"1431 N North Park AveChicago, IL 60610",-87.63602809999999,41.9083031
Annunciation Greek Orthodox Cathedral,"3011 N Lincoln AveChicago, IL 60657",-87.66406599999999,41.9365925
Old St Mary's Church,"1133 N La Salle DrChicago, IL 60610",-87.6324812,41.9029602
Cuyler Covenant Church,"1017 N La Salle DrChicago, IL 60610",-87.63234630000001,41.9011554
Christ Evangelical Lutheran,"5433 S Austin AveChicago, IL 60638",-87.77168259999999,41.7931594
Citypoint Loft,"231 S State St Fl 4Chicago, IL 60604",-87.6273338,41.8786868
Missionaries Of Charity,"8726 S Halsted StChicago, IL 60620",-87.6438342,41.73503770000001
Greater Institutional African Methodist Episcopal Church,"2356 S Sawyer AveChicago, IL 60623",-87.7066761,41.8483208
Tm Gifts,"2341 W Devon AveChicago, IL 60659",-87.6891217,41.9975003
North Park Covenant Church,"1521 W Wilson AveChicago, IL 60640",-87.6687855,41.964972
New Life Community Church,"2524 S Keeler AveChicago, IL 60623",-87.729804,41.845664
Sauganash Community Church,"3834 N Spaulding AveChicago, IL 60618",-87.71075750000001,41.95133500000001
Good News Community Church,"1455 S Wabash AveChicago, IL 60605",-87.625348,41.8625347
Providence Of God Church,"301 N Mayfield AveChicago, IL 60644",-87.77160579999999,41.8858903
Greek Orthodox Church The Assumption,"7059 W 75th StChicago, IL 60638",-87.79669820000001,41.7550651
St Peters Episc Ch,"10244 S Longwood DrChicago, IL 60643",-87.6712895,41.7068806
Our Lady of Mercy Church,"8765 W Higgins Rd Ste 600Chicago, IL 60631",-87.8457248,41.9871025
First Lutheran Church Of The Trinity,"450 E 78th StChicago, IL 60619",-87.61348509999999,41.7534439
Belmont Assembly of God,"2800 W North Shore AveChicago, IL 60645",-87.7000949,42.0034838
Edison Park Lutheran Church,"514 W 31st StChicago, IL 60616",-87.6397535,41.83836710000001
Westpoint Missionary Baptist Church,"1210 W 78th PlChicago, IL 60620",-87.6547954,41.751649
Harmony Community Baptist Church,"3445 W North AveChicago, IL 60647",-87.713735,41.90975299999999
Mary Magdalene Missionary Baptist Church,"7841 S Wabash AveChicago, IL 60619",-87.62265819999999,41.7512821
Covenant Presbyterian Church,"1429 W Wellington AveChicago, IL 60657",-87.6649329,41.9357774
Nativity of Our Lord,"3600 W 79th StChicago, IL 60652",-87.71333620000001,41.7500217
Saint Joseph Church,"3520 S Indiana AveChicago, IL 60653",-87.62210879999999,41.830658
University Church,"4716 N Malden StChicago, IL 60640",-87.6630964,41.9677325
St Pauls United Church Of Christ,"8303 W Higgins RdChicago, IL 60631",-87.8343106,41.98579369999999
St Rita Church,"730 N Wabash AveChicago, IL 60611",-87.62702639999999,41.8958839
St. Joseph the Betrothed Ukranian Catholic Church,"642 W Deming PlChicago, IL 60614",-87.6461313,41.9280626
Serbian Orthodox Church St Simeon Mirotocivi,"6201 N Pulaski RdChicago, IL 60646",-87.72842879999999,41.9938255
Victory Worship Center,"3751 W Ogden AveChicago, IL 60623",-87.7190318,41.8526366
Jesus Word Center,"1630 W Devon AveChicago, IL 60660",-87.6718751,41.9982491
Institute Of Christ The King Sovereign Priest,"7158 S Indiana AveChicago, IL 60619",-87.62045049999999,41.76395660000001
New Jeruselem Evangelistic Ctr,"4224 W 13th StChicago, IL 60623",-87.730998,41.8643923
North Side United Pentecostal Church,"6415 S Woodlawn AveChicago, IL 60637",-87.5958655,41.77818990000001
Ministry Of Helps & Deliverance,"1706 E 75th StChicago, IL 60649",-87.58316219999999,41.7590429
Pilgrim Baptist Church,"1527 W Edgewater AveChicago, IL 60660",-87.6686632,41.9861227
The United Church Of Hyde Park,"2142 W Van Buren StChicago, IL 60612",-87.6806454,41.8763458
Rogers Park Baptist Church,"3235 E 91st StChicago, IL 60617",-87.5453958,41.7299218
Church of God,"1448 E 53rd StChicago, IL 60615",-87.59005119999999,41.7998331
New Deliverance COGIC,"1900 W Greenleaf AveChicago, IL 60626",-87.6783786,42.0104982
Episcopal Church of the Holy Nativity,"3048 S Central Park AveChicago, IL 60623",-87.71494469999999,41.8373671
Pilgrim Baptist Church,"5801 W Augusta BlvdChicago, IL 60651",-87.77060639999999,41.8981974
Morning Star Baptist Church,"9300 S Pleasant AveChicago, IL 60643",-87.67017229999999,41.724396
Rogers Park Presbyterian Church,"3300 S Indiana AveChicago, IL 60616",-87.6222245,41.8345795
St Adalbert Church,"3993 S King DrChicago, IL 60653",-87.6162853,41.8212628
Holy Covenant Church,"7059 N Greenview AveChicago, IL 60626",-87.6675994,42.0105272
Polish Christian Center,"1650 W 17th StChicago, IL 60608",-87.6682075,41.8588212
Christian Science Churches & Reading Rooms,"925 W Diversey PkwyChicago, IL 60614",-87.65244829999999,41.9324252
Our Lady Mother Of The Church,"3020 N Austin AveChicago, IL 60634",-87.7764748,41.9354271
Concordia Evangelical Lutheran Church,"7036 N Ridge BlvdChicago, IL 60645",-87.6825751,42.0099013
Evangelical Lutheran Bethel Congregational Church,"8747 W Lawrence AveChicago, IL 60656",-87.8454981,41.9660906
Bethel Temple Assembly of God,"2645 W Belmont AveChicago, IL 60618",-87.6947434,41.9391663
Apostolic Faith Church,"5966 W Rice StChicago, IL 60651",-87.7748151,41.8958176
Turner Memorial AME Church,"1450 W 19th StChicago, IL 60608",-87.6633147,41.8562135
Wells Temple Of Deliverance,"3823 S Indiana AveChicago, IL 60653",-87.62118319999999,41.8245852
Greater Holy Temple Church-God,"3610 S Giles AveChicago, IL 60653",-87.6196214,41.8289187
Work Of His Hands Ministries,"2739 W Madison StChicago, IL 60612",-87.6955134,41.8808268
First Church Of The Nazarene,"246 N California AveChicago, IL 60612",-87.69674549999999,41.8856586
Mt Olive Church,"1318 S Pulaski RdChicago, IL 60623",-87.7253616,41.8637188
Makki Masjid Inc,"500 N Laramie AveChicago, IL 60644",-87.75569,41.8890703
Mission Christiana Elim Inc,"3850 N Tripp AveChicago, IL 60641",-87.7343834,41.9515698
Unification Church,"3418 W Ainslie StChicago, IL 60625",-87.71435609999999,41.9703948
Christian Fellowship For All,"1615 W Morse AveChicago, IL 60626",-87.6706731,42.0073792
Enduring Faith Christian Center,"7077 N Ashland BlvdChicago, IL 60626",-87.66974859999999,42.0112282
Hometown Christian Church,"4750 N Sheridan Rd Ste 300Chicago, IL 60640",-87.6553088,41.9687697
New Jerusalem,"2252 E 73rd StChicago, IL 60649",-87.56920749999999,41.7627318
Mount Carmel Baptist Church,"4340 W 87th StChicago, IL 60652",-87.730654,41.7350145
South Park Baptist Church,"1533 S Pulaski RdChicago, IL 60623",-87.724626,41.859724
Woodlawn Baptist Church,"2978 S Wabash AveChicago, IL 60616",-87.6254637,41.8396902
Calvary Baptist Church,"3722 S King DrChicago, IL 60653",-87.6176737,41.8265695
Greater Pleasant Green Baptist Church,"6207 S University AveChicago, IL 60637",-87.5976348,41.7821475
Church Of The Epiphany,"8247 S Jeffery BlvdChicago, IL 60617",-87.5755002,41.7447177
St Chrysostom's Day School,"1557 W 115th StChicago, IL 60643",-87.66124909999999,41.6845489
St Ann's Church,"201 S Ashland AveChicago, IL 60607",-87.6660824,41.8786869
Good Shepherd Church,"1424 N Dearborn StChicago, IL 60610",-87.6305093,41.9082965
City Vineyard Christian Church,"1836 S Leavitt StChicago, IL 60608",-87.6808617,41.8566165
St John's Church Of The East,"2735 S Kolin AveChicago, IL 60623",-87.7326138,41.8407621
St Ignatius Church,"3918 N Ashland AveChicago, IL 60613",-87.6694007,41.9530679
Hope of Glory Full Gospel Ministries,"1421 W Lawrence AveChicago, IL 60640",-87.6656264,41.968785
Lutheran Memorial Church,"6559 N Glenwood AveChicago, IL 60626",-87.6650458,42.0016109
New Freedom Christian Center,"1241 W 110th StChicago, IL 60643",-87.6538582,41.693892
St James Lutheran Church,"2500 W Wilson AveChicago, IL 60625",-87.69150909999999,41.9651201
Parkwood Baptist Church,"11625 S Ashland AveChicago, IL 60643",-87.6611265,41.6821656
New Zion Grove Baptist Church,"7400 W Foster AveChicago, IL 60656",-87.81240749999999,41.97460179999999
Greater Bethlehem Healing,"11355 S Central Park AveChicago, IL 60655",-87.709768,41.686062
Pillar Of Truth Evangelistic Church COGIC,"Chicago, IL 60609",-87.6482474,41.8062766
Agape Church,"12 S Oakley BlvdChicago, IL 60612",-87.68423109999999,41.8806393
Life Center COGIC,"3615 W Cermak RdChicago, IL 60623",-87.71565799999999,41.85134300000001
Life Center Church Of Deliverance And Out Reach Ministry,"5154 S Halsted StChicago, IL 60609",-87.6456651,41.79989550000001
Institute Biblico International,"3821 W 18th StChicago, IL 60623",-87.7208764,41.8569299
New Life Church,"5500 S Indiana AveChicago, IL 60637",-87.62114380000001,41.7941747
New Beginnings Church of Chicago,"855 N Monticello AveChicago, IL 60651",-87.7172397,41.89710789999999
Serbian Orthodox Church of the Holy Resurrection,"3518 W Cortland StChicago, IL 60647",-87.7142854,41.91579429999999
Holy Trinity Church,"6620 S King DrChicago, IL 60637",-87.6157839,41.7739994
Assembly Of Christian Churches,"3062 W Palmer BlvdChicago, IL 60647",-87.7047529,41.9218586
Southside Tabernacle Church,"5401 W Lake StChicago, IL 60644",-87.760573,41.8869557
Christ Temple Community Church,"4338 W Fullerton AveChicago, IL 60639",-87.73576829999999,41.9246418
Holy Temple Chuch of God In Christ,"7724 S Racine AveChicago, IL 60620",-87.6542954,41.7531359
Bethel Christian Church,"7400 S Blackstone AveChicago, IL 60619",-87.58878000000001,41.7603794
Community of Christ,"7811 S Avalon AveChicago, IL 60619",-87.5941223,41.7528608
Labourers For Christ Minstries,"4901 W Berenice AveChicago, IL 60641",-87.7500182,41.95042429999999
Beverly Evangelical Church,"5701 W Montrose AveChicago, IL 60634",-87.77006829999999,41.9601644
