text,address,place,lon,lat
Temple Israel,"3100 E Broad St Columbus, OH 43209",Columbus,-82.91851419999999,39.9720299
Reddingparanormal.com,"1000 N Hague Ave Columbus, OH 43204",Columbus,-83.078835,39.9788893
Praise Temple Christ-God In Christ,"2888 Ontario St Columbus, OH 43224",Columbus,-82.97563029999999,40.0251609
Living Faith Apostolic Church,"2511 Mock Rd Columbus, OH 43219",Columbus,-82.94265639999999,40.010831
Omar Ibnelkhttab Mosque,"580 Riverview Dr Columbus, OH 43202",Columbus,-83.028711,40.0244412
Parson's Av Church Of God,"3389 Parsons Ave Columbus, OH 43207",Columbus,-82.9874087,39.8930654
New Creation Mcc,"116 Williams Rd Columbus, OH 43207",Columbus,-82.9934545,39.8919923
Walk of Faith Outreach,"3060 Weirton Dr Columbus, OH 43207",Columbus,-82.9524033,39.9031102
Beacon Of Hope,"1555 S James Rd Columbus, OH 43227",Columbus,-82.9161007,39.9388681
Tabernacle Jesus True Life Ministries,"1230 Oakland Park Ave Columbus, OH 43224",Columbus,-82.98043849999999,40.0324513
New Salem Baptist,"1880 Agler Rd Columbus, OH 43224",Columbus,-82.9629533,40.0277963
The Church Triumphant,"1001 Vera Pl Columbus, OH 43204",Columbus,-83.0866501,39.9749233
Columbus Baha'i Center,"1993 Sunbury Rd Columbus, OH 43219",Columbus,-82.93542939999999,40.012943
Oakland Park Wesleyan Church,"3350 Atwood Ter Columbus, OH 43224",Columbus,-82.9834618,40.0343093
The Church of Jesus Christ of Latter-Day Saints,"1935 Marblecliff Crossing Ct Columbus, OH 43204",Columbus,-83.08000899999999,39.995
Iglesia De Dios Monte De Sion,"1480 Zettler Rd Columbus, OH 43227",Columbus,-82.9104018,39.9412323
Columbus Center For Spiritual Living,"3620 N High St Columbus, OH 43214",Columbus,-83.0165265,40.0359109
Abundant Life Tabernacle,"35 Derrer Rd Columbus, OH 43204",Columbus,-83.09158889999999,39.9531303
Mamre Community Church,"1020 Barnett Rd Columbus, OH 43227",Columbus,-82.9052102,39.9512759
Philadelphia Deliverance Church,"250 S Napoleon Ave Columbus, OH 43213",Columbus,-82.90499899999999,39.967546
My Brother's Keeper,"2283 Sunbury Rd Columbus, OH 43219",Columbus,-82.9349823,40.0169128
Saint M Church,"1600 N Hague Ave Columbus, OH 43204",Columbus,-83.08756,39.987702
Abubakar Siddique Islamic Center,"3437 Sullivant Ave Columbus, OH 43204",Columbus,-83.09109339999999,39.9421016
Messiah Worship Center,"3463 E Fulton St Columbus, OH 43227",Columbus,-82.904489,39.951258
Good Shepherd Community Church,"210 Obetz Rd Columbus, OH 43207",Columbus,-82.99425219999999,39.8833665
Trinity International Baptist Church,"1500 Barnett Rd Columbus, OH 43227",Columbus,-82.9063663,39.9413046
Christ Centered Apostolic Church,"3494 Bexvie Ave Columbus, OH 43227",Columbus,-82.90800569999999,39.9358542
The Embassy of God,"3308 EL Paso DR Columbus, OH 43204",Columbus,-83.0925652,39.9750984
God Sent Christian Ministr,"1841 Huy Rd Columbus, OH 43224",Columbus,-82.9642278,40.0348963
Centro Familiar Cristo Rey,"731 N Wilson Rd Columbus, OH 43204",Columbus,-83.09664169999999,39.9684978
Walk 4 Faith,"3857 N High St Columbus, OH 43214",Columbus,-83.0187236,40.0406681
Ramseyer Presbytarian Church,"3228 Westerville Rd Columbus, OH 43224",Columbus,-82.9545876,40.0344366
Cambodian Evangelical Church,"3473 Dover Rd Columbus, OH 43204",Columbus,-83.09742779999999,39.9772646
Saunders Pearson Co,"1807 Riverhill Rd Columbus, OH 43221",Columbus,-83.06232899999999,40.026037
"Witness, Jehovah","570 Robinwood Ave Columbus, OH 43213",Columbus,-82.8968951,39.9616206
Vietnamese Christian Church (UMC),"3901 Maize Rd Columbus, OH 43224",Columbus,-82.98934009999999,40.0454308
Metropolitan Community Service Inc,"37 Robinwood Ave Columbus, OH 43213",Columbus,-82.8965602,39.9730403
The Gathering Place Academy,"3550 E Deshler Ave Columbus, OH 43227",Columbus,-82.89909329999999,39.937145
Roman Apostolic Church Inc,"3550 E Deshler Ave Columbus, OH 43227",Columbus,-82.89909329999999,39.937145
Pentecostal Church Of God,"1101 Obetz Rd Columbus, OH 43207",Columbus,-82.97594699999999,39.8753079
One Hope Community church,"1389 E Cooke Rd Columbus, OH 43224",Columbus,-82.9791997,40.0468295
Templo Cristiano Emanuel,"3415 Westerville Rd Columbus, OH 43224",Columbus,-82.9522514,40.0381316
Community of Christ,"2862 Johnstown Rd Ste 111 Columbus, OH 43219",Columbus,-82.9097082,40.0077806
Obetz Church of the Nazarene,"4101 Groveport Road Columbus, OH 43207",Columbus,-82.95282089999999,39.8832493
Islamic Found Of Central Ohio,"1156 E Cooke Rd Columbus, OH 43224",Columbus,-82.98724899999999,40.048234
Upper Arlington Grace Brethren Church Office,"4065 Kenny Rd Columbus, OH 43220",Columbus,-83.0509278,40.0413585
E-Tech Management USA Inc,"3910 Groves Rd Columbus, OH 43232",Columbus,-82.89596990000001,39.9330937
Rispress Ministries Inc,"3171 Schwartz Rd Columbus, OH 43232",Columbus,-82.9110176,39.9065096
Church Of God At Berwick,"3171 Schwartz Rd Columbus, OH 43232",Columbus,-82.9110176,39.9065096
Iglesia Adventista Del 7mo Dia Latina,"4211 Maize Rd Columbus, OH 43224",Columbus,-82.9887103,40.0519706
Unity Of Columbus,"4211 Maize Rd Columbus, OH 43224",Columbus,-82.9887103,40.0519706
Hsa Uwc,"4303 Indianola Ave Columbus, OH 43214",Columbus,-83.0004654,40.0525226
Praise Temple Church Of God In Christ,"441 S Yearling Rd Columbus, OH 43213",Columbus,-82.8862201,39.9653281
Ephesus Seventh-Day Adventist Church,"3650 Sunbury Rd Columbus, OH 43219",Columbus,-82.930932,40.035261
Ohio Philadelphie Seventh-Day Adventist Church,"2169 Ferris Rd Columbus, OH 43224",Columbus,-82.9577851,40.0497114
Tyrone Mission Parsonage,"4625 Parsons Ave Columbus, OH 43207",Columbus,-82.990286,39.867062
Truth Publishing,"4018 Brookshire Ct Columbus, OH 43227",Columbus,-82.8866323,39.9381667
Apostolic Light House Temple,"2161 Lehner Rd Columbus, OH 43224",Columbus,-82.9588402,40.0522404
Jehovah's Witnesses,"5109 Palmetto St Columbus, OH 43228",Columbus,-83.136687,39.948906
New Hope Community Church,"5000 Sunbury Rd Columbus, OH 43230",Columbus,-82.916879,40.061561
Linh Son Pagoda Of Ohio,"3001 Brice Rd Columbus, OH 43232",Columbus,-82.8311619,39.9307585
Ebenezer Ethopian Evangelical Church,"181 Granville St Columbus, OH 43230",Columbus,-82.87507699999999,40.0182733
Victory In Pentecost,"5543 Sinclair Rd Columbus, OH 43229",Columbus,-82.9989121,40.0780557
Church Of The Living God International,"5543 Sinclair Rd Columbus, OH 43229",Columbus,-82.9989121,40.0780557
Columbus Ohio Stake,"465 Waterbury Ct Columbus, OH 43230",Columbus,-82.8661636,40.0070995
El Shadai Church Of God,"5400 Karl Rd Columbus, OH 43229",Columbus,-82.9752733,40.07825680000001
Christ International Community Church,"536 Norton Rd Columbus, OH 43228",Columbus,-83.14169,39.940596
St Stephens Health Ctr,"5655 Godown Rd Columbus, OH 43235",Columbus,-83.0563363,40.0738043
New Apostolic Church,"5970 Godown Rd Columbus, OH 43235",Columbus,-83.05497319999999,40.0794412
The Church Of P Entecost,"5441 Sunbury Rd Columbus, OH 43230",Columbus,-82.910517,40.069303
Redeemed Christian Church of God,"5441 Sunbury Rd Columbus, OH 43230",Columbus,-82.910517,40.069303
Ohio Sarang Presbyterian Church,"2703 Northland Plaza Dr Columbus, OH 43231",Columbus,-82.9469385,40.0831863
Saint Mary Coptic Orthodox Church,"1755 E Dublin Granville Rd Columbus, OH 43229",Columbus,-82.9722077,40.0863181
Vertex Management,"6000 Cooper Rd Columbus, OH 43231",Columbus,-82.9345079,40.09187379999999
City Reach Church Columbus,"2021 E Dublin Granville Rd Columbus, OH 43229",Columbus,-82.9629873,40.0858375
New Rome Church of Jesus Christ,"5755 Feder Rd Columbus, OH 43228",Columbus,-83.1551009,39.9716051
Central Hispanic Seventh-Day Adventist Church-Cols.,"1438 Chesterton Sq S Columbus, OH 43229",Columbus,-82.97865379999999,40.0892791
Guiding Light Spiritualist Church,"795 Havens Corners Rd Columbus, OH 43230",Columbus,-82.8532575,40.0175577
Rock City Church-Regal,"807 Havens Corners Rd Columbus, OH 43230",Columbus,-82.85367099999999,40.016563
Institute Of Divine Metaphysical Research,"4410 E Johnstown Rd Columbus, OH 43230",Columbus,-82.8570254,40.0466219
Eckankar Ohio Satsang Society Inc,"6124 Busch Blvd Columbus, OH 43229",Columbus,-82.9890785,40.0931185
Centerpoint Church,"6230 Busch Blvd Ste 430 Columbus, OH 43229",Columbus,-82.99166269999999,40.0932904
Hutchins Leon O Bishop,"555 Ymca Pl Columbus, OH 43230",Columbus,-82.8569505,40.0492546
First Community Church,"1020 Taylor Station Rd Columbus, OH 43230",Columbus,-82.840586,39.99026200000001
Rock City Church,"5858 Cleveland Ave Columbus, OH 43231",Columbus,-82.9498653,40.0898095
Tree Of Life Ministries,"5281 Sweet William Ct Columbus, OH 43230",Columbus,-82.9137226,40.0801218
World Harvest Church,"3142 Rainier Ave Columbus, OH 43231",Columbus,-82.9340007,40.0867999
New Hope Apostolic Ministries,"5859 Cleveland Ave Columbus, OH 43231",Columbus,-82.9510925,40.0905744
Lifepoint Church,"3915 Dublin Rd Columbus, OH 43221",Columbus,-83.1041132,40.0334241
Columbus West Church of God,"5109 Palmetto St Columbus, OH 43228",Columbus,-83.136687,39.948906
Rejoice Cathedral Church-God,"5000 Sunbury Rd Columbus, OH 43230",Columbus,-82.916879,40.061561
The Fathers Heart International,"3001 Brice Rd Columbus, OH 43232",Columbus,-82.8311619,39.9307585
Walnut Creek Presbyterian Church,"181 Granville St Columbus, OH 43230",Columbus,-82.87507699999999,40.0182733
The Well,"5543 Sinclair Rd Columbus, OH 43229",Columbus,-82.9989121,40.0780557
Revival Covenant Church,"5543 Sinclair Rd Columbus, OH 43229",Columbus,-82.9989121,40.0780557
Believers' Ministries,"465 Waterbury Ct Columbus, OH 43230",Columbus,-82.8661636,40.0070995
Disciples,"5400 Karl Rd Columbus, OH 43229",Columbus,-82.9752733,40.07825680000001
La Grande Commission Church,"536 Norton Rd Columbus, OH 43228",Columbus,-83.14169,39.940596
Bethel United Methodist Church Inc,"5655 Godown Rd Columbus, OH 43235",Columbus,-83.0563363,40.0738043
Family Life Ministries,"5970 Godown Rd Columbus, OH 43235",Columbus,-83.05497319999999,40.0794412
Church of The Nazarene,"5441 Sunbury Rd Columbus, OH 43230",Columbus,-82.910517,40.069303
Columbus Korean Soh Mang,"5441 Sunbury Rd Columbus, OH 43230",Columbus,-82.910517,40.069303
Everyday People Ministries,"925 E Dublin Granville Rd Columbus, OH 43229",Columbus,-82.9939417,40.0873031
Kingdom Faith Internation,"2703 Northland Plaza Dr Columbus, OH 43231",Columbus,-82.9469385,40.0831863
Unity Christian Worship Center,"1755 E Dublin Granville Rd Columbus, OH 43229",Columbus,-82.9722077,40.0863181
Vineyard Christian Fellowship of Columbus,"6000 Cooper Rd Columbus, OH 43231",Columbus,-82.9345079,40.09187379999999
House Of Faith Ministries,"2021 E Dublin Granville Rd Columbus, OH 43229",Columbus,-82.9629873,40.0858375
Lincoln Baptist Church,"5755 Feder Rd Columbus, OH 43228",Columbus,-83.1551009,39.9716051
Cosmic Garden Of Inner Light,"1438 Chesterton Sq S Columbus, OH 43229",Columbus,-82.97865379999999,40.0892791
Diocese Of Columbus,"795 Havens Corners Rd Columbus, OH 43230",Columbus,-82.8532575,40.0175577
Catholic Diocese Of Columbus,"807 Havens Corners Rd Columbus, OH 43230",Columbus,-82.85367099999999,40.016563
Family Fellowship Church Of Christ,"4410 E Johnstown Rd Columbus, OH 43230",Columbus,-82.8570254,40.0466219
Christ Harvest Church Ministry,"6124 Busch Blvd Columbus, OH 43229",Columbus,-82.9890785,40.0931185
Ohio Council Of Churches,"6230 Busch Blvd Ste 430 Columbus, OH 43229",Columbus,-82.99166269999999,40.0932904
Eastside Community Church,"555 Ymca Pl Columbus, OH 43230",Columbus,-82.8569505,40.0492546
Hope Alive World Outreach,"1020 Taylor Station Rd Columbus, OH 43230",Columbus,-82.840586,39.99026200000001
Saint Barnabas The Apostle,"5858 Cleveland Ave Columbus, OH 43231",Columbus,-82.9498653,40.0898095
Faith Based Transition Service,"5281 Sweet William Ct Columbus, OH 43230",Columbus,-82.9137226,40.0801218
All Star Management Co,"3142 Rainier Ave Columbus, OH 43231",Columbus,-82.9340007,40.0867999
Saint John Chrysostom Church,"5859 Cleveland Ave Columbus, OH 43231",Columbus,-82.9510925,40.0905744
Sharon Askew Ministires,"5969 E Livingston Ave Columbus, OH 43232",Columbus,-82.83549409999999,39.9420126
MT Sinai Church of God & Christ,"5909 Cleveland Ave Columbus, OH 43231",Columbus,-82.951128,40.092629
Columbus Center-Spiritual Living,"2436 W Dublin Granville Rd Columbus, OH 43235",Columbus,-83.05539259999999,40.0912605
Jehovah's Witnesses,"2650 W Dublin Granville Rd Columbus, OH 43235",Columbus,-83.0610128,40.0908008
Grace To Grace Church Int,"6062 Channingway Blvd Columbus, OH 43232",Columbus,-82.83143299999999,39.9386301
Love Ministries Christian Centers,"2530 Scarborough Sq Columbus, OH 43232",Columbus,-82.8333305,39.9306451
Church Of God Of Prophecy,"1393 Community Park Dr Columbus, OH 43229",Columbus,-82.95238499999999,40.10015610000001
Smoky Row Brethren Church,"7260 Smoky Row Rd Columbus, OH 43235",Columbus,-83.0636131,40.105776
Harvest Bible Chapel Columbus,"Offices : A2 7340 Sancus Boulevard Columbus, OH 43085",Columbus,-82.99470079999999,40.1158485
Anthem Of Hope Church,"760 Worthington Woods Blvd Columbus, OH 43085",Columbus,-82.99631289999999,40.1192175
St J Church,"7700 Crosswoods Dr Columbus, OH 43235",Columbus,-83.0093223,40.1205895
Ohio International Family Church,"Columbus 43235 Columbus, OH 43235",Columbus,-83.025396,40.1296424
Sunshine Nursery School,"3750 Henderson Rd Columbus, OH 43220",Columbus,-83.0923004,40.0613696
Let The Children Come Learning Center,"2264 Margaret Ave Columbus, OH 43219",Columbus,-82.94364379999999,39.985058
God's Design,"Po Box 91258 Columbus, OH 43209",Columbus,-82.9340217,39.9556925
Westside Christian Academy,"179 N Huron Ave Columbus, OH 43204",Columbus,-83.080697,39.959457
Rock of Salvation Christian Church,"1420 Meadow Rd Columbus, OH 43212",Columbus,-83.0388028,39.9874454
Immaculate Conception School,"366 E North Broadway St Columbus, OH 43214",Columbus,-83.00564299999999,40.0317973
St Cecilia Church,"440 Norton Rd Columbus, OH 43228",Columbus,-83.14153879999999,39.9422012
Child Development Council Of Franklin County Head Start Program,"1230 Oakland Park Ave Columbus, OH 43224",Columbus,-82.98043849999999,40.0324513
Columbus Early Learning Centers,"760 E Broad St Columbus, OH 43205",Columbus,-82.97946069999999,39.964943
Stowe Mission Of Central Ohio,"888 Parsons Ave Columbus, OH 43206",Columbus,-82.98245399999999,39.9453411
Bikes For All People,"934 Parsons Ave Columbus, OH 43206",Columbus,-82.982643,39.9445738
Indianola Children's Center,"1970 Waldeck Ave Columbus, OH 43201",Columbus,-83.00512479999999,40.00315310000001
Telephone Prayer Counseling Center,"1200 Brentnell Ave Columbus, OH 43219",Columbus,-82.9490635,39.9930894
The Columbus Community of Charity,"PO Box 91184 Columbus, OH 43209",Columbus,-82.9340217,39.9556925
Eastern Union Bible College,"4125 E Main St Columbus, OH 43213",Columbus,-82.8882421,39.9558113
Jesus Is Lord Outreach Center,"23 Morse Rd Columbus, OH 43214",Columbus,-83.0185557,40.0621057
Olentangy Church Child Care,"2040 Henderson Rd Columbus, OH 43220",Columbus,-83.0730961,40.0569232
Trinity United Methodist Church,"1581 Cambridge Blvd Columbus, OH 43212",Columbus,-83.0584828,39.9887417
Eastland Christian Church,"3371 Noe Bixby Rd Columbus, OH 43232",Columbus,-82.86802290000001,39.90802499999999
Mt Hermon Baptist Church,"2283 Sunbury Rd Columbus, OH 43219",Columbus,-82.9349823,40.0169128
Saint Paul Ucc Church,"225 E Gates St Columbus, OH 43206",Columbus,-82.98934009999999,39.9372117
Power For Change Ministries,"1758 Cleveland Ave Columbus, OH 43211",Columbus,-82.9743285,40.0018669
Oakland Park United Methodist Church,"994 Oakland Park Ave Columbus, OH 43224",Columbus,-82.9873916,40.0327351
Peace House,"4443 N High St Columbus, OH 43214",Columbus,-83.0203813,40.0526689
Riverside Bible Church,"5330 Olentangy River Rd Columbus, OH 43235",Columbus,-83.03769,40.068918
Xenos Christian Fellowship,"1340 Community Park Dr Columbus, OH 43229",Columbus,-82.9540416,40.1010078
Saint Thomas Baptist Church,"22 S Warren Ave Columbus, OH 43204",Columbus,-83.0713293,39.9545256
New Salem Baptist Church,"2956 Cleveland Ave Columbus, OH 43224",Columbus,-82.96368179999999,40.02780509999999
The State Convention of Baptists in Ohio,"9000 Antares Ave Columbus, OH 43240",Columbus,-82.99597349999999,40.1467734
Church Of Christ Of The Apostolic Faith,"1200 Brentnell Ave Columbus, OH 43219",Columbus,-82.9490635,39.9930894
Bexley United Methodist Church,"2657 E Broad St Columbus, OH 43209",Columbus,-82.9298735,39.9696738
Church Of Christ Fishinger & Kenny,"1130 Fishinger Rd Columbus, OH 43221",Columbus,-83.0441069,40.0240647
Riverside United Methodist Church Child Care,"2701 Zollinger Rd Columbus, OH 43221",Columbus,-83.085368,40.018885
St Matthias Church,"1582 Ferris Rd Columbus, OH 43224",Columbus,-82.97455939999999,40.0510726
St Matthew Catholic School,"795 Havens Corners Rd Columbus, OH 43230",Columbus,-82.8532575,40.0175577
St Elizabeth Church,"6077 Sharon Woods Blvd Columbus, OH 43229",Columbus,-82.97258560000002,40.0919583
The Church Next Door,"5755 Feder Rd Columbus, OH 43228",Columbus,-83.1551009,39.9716051
Wayne Avenue Church Of God,"116 S Wayne Ave Columbus, OH 43204",Columbus,-83.06394859999999,39.9528059
Hilltop Seventh Day adventist,"2622 Sullivant Ave Columbus, OH 43204",Columbus,-83.0687294,39.9447055
Faith Community Wesleyan Church,"3350 Atwood Ter Columbus, OH 43224",Columbus,-82.9834618,40.0343093
Cathedral 0f The Covenant Church,"1712 Courtright Rd Columbus, OH 43227",Columbus,-82.89650600000002,39.937569
Columbus Adventist Academy,"3650 Sunbury Rd Columbus, OH 43219",Columbus,-82.930932,40.035261
Linworth Road Church,"5400 Linworth Rd Columbus, OH 43235",Columbus,-83.0433024,40.0743643
Reebhosack Community Bapt,"258 Hosack St Columbus, OH 43207",Columbus,-82.98850039999999,39.922701000000004
North Broadway United Methodist Church,"48 E North Broadway St Columbus, OH 43214",Columbus,-83.014191,40.03218030000001
North Church Of Christ In Christian Union,"5600 Karl Rd Columbus, OH 43229",Columbus,-82.9748954,40.08162069999999
Lower Lights Ministries,"1066 Bellows Ave Columbus, OH 43223",Columbus,-83.0276329,39.9514893
Corpus Christi Church,"1111 Stewart Ave Columbus, OH 43206",Columbus,-82.96582389999999,39.9403388
Power for Change Community Church,"106 Delray Rd Columbus, OH 43207",Columbus,-82.992363,39.9111086
Columbus Bible Way Church,"2660 Rhoads Ave Columbus, OH 43207",Columbus,-82.9533905,39.9052282
Family Missionary Baptist,"996 Oakwood Ave Columbus, OH 43206",Columbus,-82.9688898,39.9449577
Anchor Baptist Church,"3699 Clime Rd Columbus, OH 43228",Columbus,-83.0951013,39.9279456
First Spiritualist Temple,"77 S 5th St Columbus, OH 43215",Columbus,-82.99401639999999,39.9611966
Catholic Diocese of Columbus,"197 E Gay St Columbus, OH 43215",Columbus,-82.9954277,39.9639744
Holy Cross Church,"204 S 5th St Columbus, OH 43215",Columbus,-82.9932236,39.9586709
Christian Science Reading Room First Church,"457 E Broad St Columbus, OH 43215",Columbus,-82.9882064,39.963218
Trinity United Church Of Christ,"1180 Shanley Dr Columbus, OH 43224",Columbus,-82.98707279999999,40.0573324
St John's Evangelical Protestant,"59 E Mound St Columbus, OH 43215",Columbus,-82.9974008,39.9546314
St Paul Ame Church,"112 Jefferson Ave Columbus, OH 43215",Columbus,-82.9844251,39.9665232
Leave A Mark Church,"4818 Parsons Ave Columbus, OH 43207",Columbus,-82.9881109,39.86451690000001
Columbus Ghanaian SDA Church,"3191 Thornapple Dr Columbus, OH 43231",Columbus,-82.9339839,40.0615135
Mt Ararat Freedom Gospel Chur Ch,"817 Renick St Columbus, OH 43223",Columbus,-83.0195,39.94516369999999
Love Zion Bapt Church,"1459 Madison Ave Columbus, OH 43205",Columbus,-82.96149720000001,39.9644717
Diocese of Southern Ohio,"1003 W Town St Columbus, OH 43222",Columbus,-83.0265628,39.9554216
Bethany Christian Church,"1130 E Livingston Ave Columbus, OH 43205",Columbus,-82.96775,39.949853
Woodland Christian Church,"143 Woodland Ave Columbus, OH 43203",Columbus,-82.9576752,39.9702672
Meadowbrook Christian Fellowship Crack House Minis,"1910 Cleveland Ave Columbus, OH 43211",Columbus,-82.9722077,40.0053088
Benfield Christian Church,"146 Benfield Ave Columbus, OH 43207",Columbus,-82.991287,39.9120289
Community Christian Church,"107 S Powell Ave Columbus, OH 43204",Columbus,-83.07543869999999,39.952535
Columbus Christian Center,"2300 N Cassady Ave Columbus, OH 43219",Columbus,-82.9272005,40.019089
Worthington Christian Church,"8145 N High St Columbus, OH 43235",Columbus,-83.0185137,40.1309791
Emmanuel Tabernacle Baptist Church Apostolic Faith,"329 N Garfield Ave Columbus, OH 43203",Columbus,-82.980108,39.9715909
New Faith Baptist Church,"955 Oak St Columbus, OH 43205",Columbus,-82.97472739999999,39.9626805
Rose Of Sharon Bapt Church,"668 E 2nd Ave Columbus, OH 43201",Columbus,-82.986254,39.9817605
St Pauls Baptist Church,"496 W 1st Ave Columbus, OH 43201",Columbus,-83.0178003,39.9808533
Macedonia Baptist Church,"492 Oakwood Ave Columbus, OH 43205",Columbus,-82.968059,39.9549189
Grace Missionary Baptist Church of Columbus Ohio,"1182 N 6th St Columbus, OH 43201",Columbus,-82.99686059999999,39.9875491
Mt Period Baptist Church,"462 Kimball Pl Columbus, OH 43205",Columbus,-82.9630098,39.956739
7th Avenue Community Missionary,"28 E 7th Ave Columbus, OH 43201",Columbus,-83.0052927,39.99055449999999
Christian Valley Bapt Church,"850 Studer Ave Columbus, OH 43206",Columbus,-82.9642533,39.9487281
Saint John's Baptist Church,"1145 Saint Clair Ave Columbus, OH 43201",Columbus,-82.979845,39.9887435
Emmanuel Community Baptist Church,"443 Johnson St Columbus, OH 43203",Columbus,-82.9628627,39.9758712
Solid Rock Baptist Church,"1075 Leona Ave Columbus, OH 43201",Columbus,-82.9765542,39.9889944
Lincoln Park Community Bapt Church,"675 E Markison Ave Columbus, OH 43207",Columbus,-82.977667,39.9306731
Jerusalem Tabernacle Baptist Church,"560 Taylor Ave Columbus, OH 43203",Columbus,-82.9604476,39.97865789999999
Saint Luke Baptist Church,"1660 E Main St Columbus, OH 43205",Columbus,-82.9549868,39.9578083
BBMC Bethel Baptist Missiony Church,"581 Seymour Ave Columbus, OH 43205",Columbus,-82.9549868,39.9552531
Goodwill Baptist Church,"806 Taylor Ave Columbus, OH 43219",Columbus,-82.9602585,39.9835353
Smyrna Baptist Church,"1650 Wilson Ave Columbus, OH 43207",Columbus,-82.9685324,39.9316937
Friendship Christian Learning Center Inc,"1775 W Broad St Columbus, OH 43223",Columbus,-83.045957,39.955392
Antioch Baptist Church,"1015 Chambers Rd Columbus, OH 43212",Columbus,-83.034312,39.99283
Mt Carmel Baptist Community Church,"608 Stambaugh Ave Columbus, OH 43207",Columbus,-82.97826429999999,39.9185734
Mt Pisgah Baptist Church,"1995 Sullivant Ave Columbus, OH 43223",Columbus,-83.0523726,39.94724009999999
Aenon Missionary Baptist Church,"1385 Brentnell Ave Columbus, OH 43219",Columbus,-82.95005599999999,39.996494
Hillcrest Baptist Church,"2480 W Broad St Columbus, OH 43204",Columbus,-83.06663259999999,39.9556022
Good Shepherd Baptist Church,"1555 E Hudson St Columbus, OH 43211",Columbus,-82.96825989999999,40.0134461
Second Shiloh Baptist Church,"1295 Faber Ave Columbus, OH 43207",Columbus,-82.96109299999999,39.908431
New Shiloh Missionary Baptist Church,"2020 Mock Rd Columbus, OH 43219",Columbus,-82.9552795,40.0119064
Hosack Street Church Sharing,"1196 Watkins Rd Columbus, OH 43207",Columbus,-82.9633248,39.9053326
South Columbus Freewill Baptist Church,"632 Hilock Rd Columbus, OH 43207",Columbus,-82.978466,39.897975
East Mount Olivet,"2940 E 11th Ave Columbus, OH 43219",Columbus,-82.9262474,39.9907799
Mount Gerizim Bapt Church,"2633 Mock Rd Columbus, OH 43219",Columbus,-82.93834969999999,40.0098704
Southfield Missionary Baptist Church,"1355 Augmont Ave Columbus, OH 43207",Columbus,-82.9591112,39.8985213
Southfield Missionary Baptist,"1399 Augmont Ave Columbus, OH 43207",Columbus,-82.9583473,39.8983366
Westside Freewill Baptist Church,"3261 Fisher Rd Columbus, OH 43204",Columbus,-83.0866769,39.9694022
Williams Rd Freewill Bapt Church,"1100 Williams Rd Columbus, OH 43207",Columbus,-82.9705278,39.891243
Burnside Baptist Church,"719 Athens St Columbus, OH 43204",Columbus,-83.0876604,39.9393463
Baptist For Life-Central Ohio,"3417 Palmetto St Columbus, OH 43204",Columbus,-83.090924,39.9484796
Peace Missionary Baptist Church,"120 S Napoleon Ave Columbus, OH 43213",Columbus,-82.905219,39.970011
Heritage Freewill Baptist Church,"575 Obetz Rd Columbus, OH 43207",Columbus,-82.98701299999999,39.877705
First Christian Baptist Church,"4185 Parsons Ave Columbus, OH 43207",Columbus,-82.990325,39.87645699999999
United Faith International Baptist Church,"2235 Stelzer Rd Columbus, OH 43219",Columbus,-82.91288800000001,40.018666
Maize Road Baptist Church,"4251 Maize Rd Columbus, OH 43224",Columbus,-82.9887103,40.0527678
East Baptist Church,"4295 E Broad St Columbus, OH 43213",Columbus,-82.886562,39.974423
All Nations Baptist Church,"4105 Westerville Rd Columbus, OH 43224",Columbus,-82.9416691,40.0545324
Columbus Baptist Temple,"5075 Cleveland Ave Columbus, OH 43231",Columbus,-82.952618,40.072612
Pine Hills Baptist Church,"5164 Ivyhurst Dr Columbus, OH 43232",Columbus,-82.8568688,39.9422949
Fellowship Baptist Church,"4701 Winchester PIKE Columbus, OH 43232",Columbus,-82.874465,39.895474
Broadman Baptist Church,"75 Hilliard Rome Rd Columbus, OH 43228",Columbus,-83.14785529999999,39.9538064
Sharon Woods Baptist Church,"5959 Sharon Woods Blvd Columbus, OH 43229",Columbus,-82.9704959,40.0889821
Trinity Episcopal Church,"125 E Broad St Columbus, OH 43215",Columbus,-82.9974008,39.962377
Old First Church,"1101 Bryden Rd Columbus, OH 43205",Columbus,-82.97040179999999,39.9602222
St Philip Episcopal Church,"166 Woodland Ave Columbus, OH 43203",Columbus,-82.9569611,39.970583
Boulevard Preschool,"1235 Northwest Blvd Columbus, OH 43212",Columbus,-83.03825359999999,39.9834355
Bible-Way Church Of Our Lord,"453 S Wheatland Ave Columbus, OH 43204",Columbus,-83.06163169999999,39.946254
Brookwood Presbyterian Church,"2685 E Livingston Ave Columbus, OH 43209",Columbus,-82.92536489999999,39.94693900000001
Bible Truth Tabernacle,"725 N Hague Ave Columbus, OH 43204",Columbus,-83.080554,39.969531
St James' Episcopal Church,"3400 Calumet St Columbus, OH 43214",Columbus,-83.00755939999999,40.0324977
St Mark's Episcopal Church,"2151 Dorset Rd Columbus, OH 43221",Columbus,-83.06905499999999,40.01305
Hillingsworth Mark T,"2388 Northglen Dr Columbus, OH 43224",Columbus,-82.9484963,40.0290144
Covenant Presbyterian Church,"2070 Ridgecliff Rd Columbus, OH 43221",Columbus,-83.0686435,40.02319689999999
